dataset,sample_index,stream_step,phase,label,shared_clip_entropy,shared_clip_margin,clip_pred,clip_correct,tda_pred,tda_correct,tda_changed_prediction,tda_clip_confidence,tda_final_confidence,tda_fused_confidence_pre_fallback,tda_entropy_scaled,tda_norm_entropy_scaled,tda_positive_cache_size,tda_negative_cache_size,tda_negative_cache_active,tda_fallback_used,tda_negative_gate_open,freetta_pred,freetta_correct,freetta_changed_prediction,freetta_clip_confidence,freetta_final_confidence,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy,freetta_posterior_entropy
eurosat,22,22,early,0,2.302549362182617,0.006444379687309265,3,0,3,0,0,0.3307831883430481,0.5158283710479736,0.5158318281173706,1.962052822113037,0.5906367525331897,13,3,1,0,0,3,0,0,0.10156367719173431,0.10172070562839508,3.1627860153093934e-05,3.073090920224786e-05,0.0006430156645365059,2.3025856018066406,2.3025355339050293
eurosat,23,23,early,0,2.3024725914001465,0.004098087549209595,0,1,0,1,0,0.4806128442287445,0.8223816752433777,0.8223819136619568,1.3950958251953125,0.41996569020938324,13,3,1,0,1,0,1,0,0.10272302478551865,0.10335956513881683,3.163878136547282e-05,3.0153507395880297e-05,0.000671645684633404,2.3025856018066406,2.302398681640625
eurosat,24,24,early,0,2.3024613857269287,0.0008201897144317627,0,1,0,1,0,0.3504495620727539,0.7698051333427429,0.7698050737380981,1.6277320384979248,0.4899961684911536,13,3,1,0,1,6,0,1,0.10224456340074539,0.10288512706756592,3.1640382076147944e-05,3.010145155712962e-05,0.0006999680190347135,2.3025858402252197,2.302400588989258
eurosat,25,25,early,0,2.302550792694092,0.0035739243030548096,9,0,9,0,0,0.33582860231399536,0.3358260691165924,0.3044881820678711,1.9068734645843506,0.5740261107755879,14,3,1,1,0,9,0,0,0.1016073077917099,0.10208896547555923,3.162764915032312e-05,3.037125316041056e-05,0.0007281418656930327,2.3025856018066406,2.302534341812134
eurosat,26,26,early,0,2.3023269176483154,0.006176888942718506,0,1,0,1,0,0.6224113702774048,0.9842451214790344,0.9842448830604553,0.8684491515159607,0.2614292443152378,14,3,1,0,1,0,1,0,0.10434572398662567,0.10538662225008011,3.16595469485037e-05,3.0163264455040917e-05,0.0007558175129815936,2.3025858402252197,2.3021788597106934
eurosat,27,27,early,0,2.302530288696289,0.0038252174854278564,1,0,1,0,0,0.29120081663131714,0.6259492635726929,0.6259485483169556,1.966260552406311,0.5919034055651291,14,3,1,0,0,1,0,0,0.10151679068803787,0.10189756751060486,3.163057772326283e-05,3.035469853784889e-05,0.0007837974699214101,2.3025858402252197,2.3025081157684326
eurosat,28,28,early,0,2.3024134635925293,0.0016510188579559326,0,1,0,1,0,0.4578053951263428,0.9310846328735352,0.9310835003852844,1.273410677909851,0.38333481084966986,14,3,1,0,1,6,0,1,0.10304070264101028,0.1037609800696373,3.164720328641124e-05,3.0076640541665256e-05,0.000810747966170311,2.3025858402252197,2.302321195602417
eurosat,29,29,early,0,2.302476406097412,0.0006854534149169922,0,1,0,1,0,0.30665069818496704,0.7172901034355164,0.717289924621582,1.806540608406067,0.5438229115152843,14,3,1,0,0,6,0,1,0.1018814817070961,0.1024523675441742,3.163823930663057e-05,3.004173413501121e-05,0.0008391413721255958,2.302586078643799,2.302410840988159
eurosat,30,30,early,0,2.302342414855957,0.0053799450397491455,0,1,0,1,0,0.5890972018241882,0.9654273390769958,0.9654272794723511,0.9558351635932922,0.2877350551519695,14,3,1,0,1,0,1,0,0.10410988330841064,0.10509540885686874,3.165734597132541e-05,3.0110782972769812e-05,0.0008665198693051934,2.3025858402252197,2.302199125289917
eurosat,31,31,early,0,2.3025062084198,0.008146107196807861,1,0,1,0,0,0.3200482130050659,0.7258182168006897,0.7258176803588867,1.9613703489303589,0.5904313076339672,14,3,1,0,0,1,0,0,0.10169380158185959,0.10210294276475906,3.163401561323553e-05,3.0457294997177087e-05,0.0008941444684751332,2.3025858402252197,2.302464246749878
eurosat,32,32,early,0,2.3024888038635254,0.000699847936630249,1,0,1,0,0,0.2559775710105896,0.6857531666755676,0.6857509613037109,1.8922288417816162,0.5696176400367802,14,3,1,0,0,1,0,0,0.10158384591341019,0.1019645407795906,3.1636489438824356e-05,3.0373033951036632e-05,0.0009221729123964906,2.3025858402252197,2.3024277687072754
eurosat,33,33,early,0,2.3025145530700684,0.0027917027473449707,0,1,0,1,0,0.3919624090194702,0.7234401106834412,0.7234387397766113,1.653440237045288,0.49773510738839516,14,3,1,0,1,0,1,0,0.10211393237113953,0.10258714109659195,3.163280780427158e-05,3.018987445102539e-05,0.0009506017668172717,2.302586078643799,2.3024680614471436
eurosat,34,34,early,0,2.302389144897461,0.009811609983444214,0,1,0,1,0,0.6766378283500671,0.9625028371810913,0.9625027775764465,0.9156754612922668,0.2756457801424251,14,3,1,0,1,0,1,0,0.10401586443185806,0.10498453676700592,3.1650673918193206e-05,3.007637496921234e-05,0.0009793229401111603,2.302586078643799,2.3022730350494385
eurosat,35,35,early,0,2.302334785461426,0.007110714912414551,0,1,0,1,0,0.59186851978302,0.9760004878044128,0.9760001301765442,1.0800131559371948,0.3251163556488164,14,3,1,0,1,0,1,0,0.10388215631246567,0.10478037595748901,3.1658430089009926e-05,3.0107050406513736e-05,0.0010065832175314426,2.3025858402252197,2.3021905422210693
eurosat,36,36,early,0,2.3025221824645996,0.0030249953269958496,8,0,3,0,1,0.3018784821033478,0.36270421743392944,0.3627062737941742,1.8673298358917236,0.5621222924017083,15,3,1,0,0,8,0,0,0.10166803747415543,0.10203836858272552,3.1631723686587065e-05,3.0374940251931548e-05,0.0010343043832108378,2.3025858402252197,2.3024959564208984
eurosat,37,37,early,0,2.3023836612701416,0.005016356706619263,0,1,0,1,0,0.5881091356277466,0.9697736501693726,0.969773530960083,0.9415854811668396,0.28344547331292136,15,3,1,0,1,0,1,0,0.10393443703651428,0.10483831912279129,3.165145608363673e-05,3.015170841536019e-05,0.0010623432463034987,2.3025858402252197,2.3022704124450684
eurosat,38,38,early,0,2.3025572299957275,0.006068289279937744,3,0,3,0,0,0.2809607982635498,0.40239447355270386,0.40239596366882324,2.057023048400879,0.619225639340826,15,3,1,0,0,3,0,0,0.10130507498979568,0.1013944149017334,3.1626746931578964e-05,3.0407352824113332e-05,0.0010900889756157994,2.3025858402252197,2.3025519847869873
eurosat,39,39,early,0,2.302330732345581,0.012193769216537476,0,1,0,1,0,0.7361594438552856,0.9839023947715759,0.9839023947715759,0.7798384428024292,0.23475476305542112,15,3,1,0,1,0,1,0,0.10451105982065201,0.10559780150651932,3.1659004889661446e-05,3.025731712114066e-05,0.0011172352824360132,2.3025858402252197,2.302184581756592
eurosat,40,40,early,0,2.302403688430786,0.002476930618286133,0,1,0,1,0,0.3851824700832367,0.4804534614086151,0.48045483231544495,1.5920151472091675,0.4792443128613681,15,3,1,0,1,0,1,0,0.10256686061620712,0.10319547355175018,3.164858935633674e-05,3.037678834516555e-05,0.0011447400320321321,2.3025858402252197,2.3022983074188232
eurosat,41,41,early,0,2.302523374557495,0.003377079963684082,3,0,3,0,0,0.2965698540210724,0.5252172350883484,0.5252180099487305,1.8961904048919678,0.5708101893627119,15,3,1,0,0,3,0,0,0.1016227975487709,0.10179497301578522,3.163157089147717e-05,3.064256452489644e-05,0.0011720272013917565,2.302586078643799,2.302496910095215
eurosat,42,42,early,0,2.3024911880493164,0.005403697490692139,0,1,0,1,0,0.4784526526927948,0.8925079107284546,0.8925073742866516,1.4991763830184937,0.4512970600796002,15,3,1,0,1,0,1,0,0.10252361744642258,0.10306797176599503,3.163615838275291e-05,3.0116812922642566e-05,0.0011998850386589766,2.3025858402252197,2.302440881729126
eurosat,43,43,early,0,2.3024966716766357,0.008857697248458862,4,0,4,0,0,0.4623945355415344,0.4976935088634491,0.4976944923400879,1.5960285663604736,0.4804524724110835,16,4,1,0,1,4,0,0,0.10241430252790451,0.10287822037935257,3.163537257933058e-05,3.053069667657837e-05,0.0012273689499124885,2.302586078643799,2.3024494647979736
eurosat,44,44,early,0,2.302546977996826,0.0032410919666290283,3,0,1,0,1,0.2700396180152893,0.376294881105423,0.37629246711730957,1.995483636856079,0.600700430550331,16,4,1,0,0,3,0,0,0.10135108232498169,0.10146554559469223,3.1628194847144186e-05,3.05531793856062e-05,0.0012546798679977655,2.302586078643799,2.3025286197662354
eurosat,45,45,early,0,2.302518367767334,0.0036018788814544678,0,1,0,1,0,0.30635982751846313,0.6120586395263672,0.6120596528053284,1.917283296585083,0.5771597824576311,16,4,1,0,0,0,1,0,0.10165215283632278,0.10196973383426666,3.163226574542932e-05,3.0279566999524832e-05,0.0012825537705793977,2.302586078643799,2.3024816513061523
eurosat,46,46,early,0,2.302394151687622,0.007782459259033203,0,1,0,1,0,0.6266189217567444,0.946573793888092,0.9465742111206055,1.0071077346801758,0.30316963700393523,16,4,1,0,1,0,1,0,0.1037830337882042,0.10466653108596802,3.1649949960410595e-05,3.0081471777521074e-05,0.0013098294148221612,2.302586555480957,2.30228853225708
eurosat,47,47,early,0,2.302567720413208,1.481175422668457e-05,1,0,1,0,0,0.217029869556427,0.5460206270217896,0.5460168123245239,2.1268510818481445,0.6402459719466806,16,4,1,0,0,1,0,0,0.10095372796058655,0.10116135329008102,3.162523717037402e-05,3.056968853343278e-05,0.0013367008650675416,2.302586317062378,2.3025596141815186
eurosat,48,48,early,0,2.3022615909576416,0.007185906171798706,0,1,0,1,0,0.5843801498413086,0.9533857107162476,0.9533857107162476,1.1452556848526,0.34475631384532807,16,4,1,0,1,0,1,0,0.10384998470544815,0.10468766838312149,3.1668849260313436e-05,3.020515759999398e-05,0.0013628533342853189,2.302586317062378,2.302088975906372
eurosat,49,49,early,0,2.302351713180542,0.00710412859916687,0,1,0,1,0,0.640285849571228,0.9789614677429199,0.9789613485336304,0.867954671382904,0.2612803909629278,16,4,1,0,1,0,1,0,0.10426264256238937,0.10523863881826401,3.165601447108202e-05,3.009201100212522e-05,0.0013905575033277273,2.302586317062378,2.30222225189209
eurosat,50,50,early,0,2.3025500774383545,0.00040665268898010254,6,0,0,1,1,0.28451958298683167,0.5821434855461121,0.5821428298950195,1.9428104162216187,0.5848442111711314,17,4,1,0,0,6,0,0,0.10142039507627487,0.10195230692625046,3.1627772841602564e-05,3.010520049429033e-05,0.001419401727616787,2.302586078643799,2.3025319576263428
eurosat,51,51,early,0,2.3025379180908203,0.002999603748321533,7,0,1,0,1,0.26234766840934753,0.3444705605506897,0.34446829557418823,1.9646944999694824,0.591431976806861,18,4,1,0,0,7,0,0,0.10138936340808868,0.10205333679914474,3.162948996759951e-05,3.053954424103722e-05,0.0014471096219494939,2.302586317062378,2.3025147914886475
eurosat,52,52,early,0,2.3025176525115967,0.0261857807636261,3,0,3,0,0,0.7674058079719543,0.9008709788322449,0.9008710980415344,1.0257904529571533,0.3087936956058452,18,5,1,0,1,3,0,0,0.1032046228647232,0.10382723808288574,3.1632385798729956e-05,3.0464530937024392e-05,0.001475450349971652,2.302586317062378,2.302485466003418
eurosat,53,53,early,0,2.3025522232055664,0.007023721933364868,3,0,3,0,0,0.30107006430625916,0.42681658267974854,0.4268144965171814,2.0172150135040283,0.6072422267684354,18,5,1,0,0,3,0,0,0.1014213114976883,0.10153860598802567,3.1627470889361575e-05,3.0168515877448954e-05,0.0015046980697661638,2.302586555480957,2.3025403022766113
eurosat,54,54,early,0,2.302557945251465,0.0031709372997283936,1,0,1,0,0,0.2427355945110321,0.5747746229171753,0.5747726559638977,2.0718839168548584,0.6236992065070904,18,5,1,0,0,1,0,0,0.10114682465791702,0.10140708088874817,3.162662324029952e-05,3.0481398425763473e-05,0.0015325999120250344,2.302586317062378,2.302546262741089
eurosat,55,55,early,0,2.3025169372558594,0.002434849739074707,0,1,0,1,0,0.2981841266155243,0.5088900327682495,0.5088885426521301,1.8833892345428467,0.566956653108022,18,5,1,0,0,0,1,0,0.10165630280971527,0.10199698060750961,3.1632476748200133e-05,3.010072759934701e-05,0.0015613810392096639,2.302586555480957,2.3024826049804688
eurosat,56,56,early,0,2.302563428878784,0.00036895275115966797,3,0,1,0,1,0.19466830790042877,0.43774667382240295,0.43774667382240295,2.1376261711120605,0.6434895970210763,18,5,1,0,0,1,0,1,0.10085979849100113,0.1010059341788292,3.1625870178686455e-05,3.034462315554265e-05,0.0015892467927187681,2.302586555480957,2.30255389213562
eurosat,57,57,early,0,2.3025708198547363,0.00467255711555481,0,1,0,1,0,0.23592983186244965,0.38563376665115356,0.3856326639652252,2.1607158184051514,0.6504402734455983,18,5,1,0,0,0,1,0,0.10100451856851578,0.10119185596704483,3.16248151648324e-05,3.029382241948042e-05,0.0016172013711184263,2.302586555480957,2.302563190460205
eurosat,58,58,early,0,2.3023130893707275,0.004163503646850586,0,1,0,1,0,0.5570864081382751,0.9160835146903992,0.9160832166671753,0.9928643703460693,0.2988819571001987,18,5,1,0,1,0,1,0,0.10412277281284332,0.10503371059894562,3.166151145705953e-05,3.0152110412018374e-05,0.0016429576789960265,2.302586555480957,2.3021605014801025
eurosat,59,59,early,0,2.3024895191192627,0.00137251615524292,0,1,0,1,0,0.3060944974422455,0.5263733863830566,0.5263707041740417,1.7006553411483765,0.5119482699718223,18,5,1,0,0,6,0,1,0.10194572061300278,0.10247011482715607,3.163636938552372e-05,3.011418812093325e-05,0.001670916797593236,2.302586555480957,2.3024213314056396
eurosat,60,60,early,0,2.3023245334625244,0.003499239683151245,0,1,0,1,0,0.5687274932861328,0.9288908243179321,0.9288908243179321,0.8458458781242371,0.25462498102413544,18,5,1,0,1,0,1,0,0.10444411635398865,0.10547603666782379,3.1659881642553955e-05,3.0079972930252552e-05,0.0016990533331409097,2.302586555480957,2.3021719455718994
eurosat,61,61,early,0,2.302523136138916,0.002070099115371704,3,0,3,0,0,0.2358604520559311,0.5060036778450012,0.5060025453567505,2.0356526374816895,0.6127925046344849,18,5,1,0,0,3,0,0,0.10128127783536911,0.10131070017814636,3.163160363328643e-05,3.034213114005979e-05,0.0017270654207095504,2.302586555480957,2.3024954795837402
eurosat,62,62,early,0,2.302553415298462,0.0022306442260742188,3,0,1,0,1,0.2544606924057007,0.48129433393478394,0.48129549622535706,2.0277223587036133,0.6104052528483065,18,5,1,0,0,3,0,0,0.10124458372592926,0.10131659358739853,3.162728899042122e-05,3.052216925425455e-05,0.0017552196513861418,2.302586555480957,2.302541971206665
eurosat,63,63,early,0,2.30255126953125,0.0006128251552581787,8,0,1,0,1,0.1935899257659912,0.43351319432258606,0.4335136413574219,2.114891767501831,0.6366458596008657,19,5,1,0,0,8,0,0,0.10091345757246017,0.10107766091823578,3.162759094266221e-05,3.0498360501951538e-05,0.001782864099368453,2.302586555480957,2.30253005027771
eurosat,64,64,early,0,2.3025577068328857,0.0005769729614257812,6,0,1,0,1,0.20939576625823975,0.24763917922973633,0.24763965606689453,2.0587847232818604,0.6197559563226092,20,5,1,0,0,6,0,0,0.10100963711738586,0.10148120671510696,3.1626685085939243e-05,3.017435119545553e-05,0.001811399357393384,2.302586793899536,2.3025434017181396
eurosat,65,65,early,0,2.3025546073913574,0.003330528736114502,7,0,7,0,0,0.22288450598716736,0.45952844619750977,0.4595329165458679,2.1130475997924805,0.6360907098033163,21,5,1,0,0,7,0,0,0.10104876011610031,0.10163085162639618,3.1627107091480866e-05,3.026918238901999e-05,0.0018397367093712091,2.302586555480957,2.302532911300659
eurosat,66,66,early,0,2.30230450630188,0.004327833652496338,0,1,0,1,0,0.5774828195571899,0.8627105951309204,0.862711489200592,0.9031698107719421,0.2718812042205165,21,5,1,0,1,0,1,0,0.10435449331998825,0.10535798966884613,3.166271926602349e-05,3.0048395274206996e-05,0.0018677074695006013,2.302586793899536,2.30214524269104
eurosat,67,67,early,0,2.302565813064575,0.003509998321533203,3,0,3,0,0,0.25051137804985046,0.30989429354667664,0.30989524722099304,2.1094133853912354,0.6349967022578675,21,5,1,0,0,3,0,0,0.1011192724108696,0.10117937624454498,3.162551001878455e-05,3.058046422665939e-05,0.001895474037155509,2.302586793899536,2.3025565147399902
eurosat,68,68,early,0,2.3024351596832275,0.002610534429550171,0,1,0,1,0,0.5042033791542053,0.8033244609832764,0.8033230900764465,1.1339185237884521,0.34134348829934574,21,5,1,0,1,0,1,0,0.10326270759105682,0.10396330058574677,3.1644121918361634e-05,3.0071018045418896e-05,0.0019229371100664139,2.302586555480957,2.302351951599121
eurosat,69,69,early,0,2.30232572555542,0.00899195671081543,0,1,0,1,0,0.6778534054756165,0.9175960421562195,0.9175957441329956,0.8385993242263794,0.25244355093568455,21,5,1,0,1,0,1,0,0.10444416105747223,0.10544365644454956,3.16596997436136e-05,3.0158687877701595e-05,0.0019492264837026596,2.302586793899536,2.3021883964538574
eurosat,70,70,early,0,2.3023736476898193,0.007989645004272461,0,1,0,1,0,0.6435016393661499,0.8790873885154724,0.879087507724762,0.9372164011001587,0.28213024915939283,21,5,1,0,1,0,1,0,0.10401967912912369,0.10494209080934525,3.16528748953715e-05,3.0171198886819184e-05,0.001977761508896947,2.302586793899536,2.302253484725952
eurosat,71,71,early,0,2.3025453090667725,0.004573136568069458,3,0,3,0,0,0.26949986815452576,0.44182339310646057,0.44182300567626953,2.0277903079986572,0.6104257076242989,21,5,1,0,0,3,0,0,0.10133562982082367,0.10140518844127655,3.1628434953745455e-05,3.0181201509549282e-05,0.0020059708040207624,2.302586555480957,2.30252742767334
eurosat,72,72,early,0,2.3021748065948486,0.008127927780151367,0,1,0,1,0,0.6810466647148132,0.9439293742179871,0.9439285397529602,0.7159885168075562,0.21553402011003897,21,5,1,0,1,0,1,0,0.10554780811071396,0.10684800893068314,3.168120383634232e-05,3.0182814953150228e-05,0.0020331095438450575,2.302586793899536,2.301943778991699
eurosat,73,73,early,0,2.3022654056549072,0.008112311363220215,0,1,0,1,0,0.6649044156074524,0.9244130849838257,0.9244129061698914,0.8208521008491516,0.24710110435938998,21,5,1,0,1,0,1,0,0.10472206026315689,0.10579945892095566,3.166830720147118e-05,3.006857332366053e-05,0.0020609076600521803,2.302586555480957,2.302090883255005
eurosat,74,74,early,0,2.3023736476898193,0.005479246377944946,0,1,0,1,0,0.5800679326057434,0.8806414008140564,0.8806411623954773,1.0407698154449463,0.3133029330305947,21,5,1,0,1,0,1,0,0.10372272878885269,0.10454344004392624,3.16528748953715e-05,3.005627695529256e-05,0.0020888729486614466,2.302586555480957,2.302260398864746
eurosat,75,75,early,0,2.3025121688842773,0.003598928451538086,0,1,0,1,0,0.4295072853565216,0.5200214982032776,0.520021915435791,1.5809508562088013,0.4759136293895028,21,5,1,0,1,0,1,0,0.10227107256650925,0.1027742400765419,3.1633138860343024e-05,3.0014669391675852e-05,0.0021178615279495716,2.302586555480957,2.3024673461914062
eurosat,76,76,early,0,2.30228328704834,0.01269155740737915,0,1,0,1,0,0.766083300113678,0.9610496163368225,0.96104896068573,0.6391385197639465,0.1923998658332242,21,5,1,0,0,0,1,0,0.10525575280189514,0.10649026930332184,3.166573878843337e-05,3.0179295208654366e-05,0.002144832629710436,2.302586555480957,2.3021140098571777
eurosat,77,77,early,0,2.302520751953125,0.004877567291259766,0,1,0,1,0,0.4070150852203369,0.4536915123462677,0.45369091629981995,1.7169383764266968,0.5168499520110514,21,5,1,0,0,0,1,0,0.10206875205039978,0.10252635926008224,3.163193468935788e-05,3.0055391107453033e-05,0.0021733157336711884,2.302586793899536,2.3024826049804688
eurosat,78,78,early,0,2.302304983139038,0.010076671838760376,0,1,0,1,0,0.7092905044555664,0.8945866823196411,0.8945857286453247,0.7560042142868042,0.22757994534870818,21,5,1,0,1,0,1,0,0.1047796681523323,0.10591709613800049,3.1662657420383766e-05,2.9945862479507923e-05,0.0022018803283572197,2.302586555480957,2.302145004272461
