dataset,sample_index,stream_step,category,clip_pc1,clip_pc2,tda_pc1,tda_pc2,freetta_pc1,freetta_pc2
imagenet,87,87,same_prediction_all,-102.540855,2.375466,445.36807,-6.9090137,-326.08704,-1.5670849
imagenet,88,88,both_wrong,-102.48434,2.3377526,450.9791,-10.700117,-326.09784,-1.6136808
imagenet,89,89,same_prediction_all,-102.0996,2.6445813,489.49698,19.99938,-326.09247,-1.2534878
imagenet,90,90,same_prediction_all,-102.53791,2.8697076,445.61615,42.53067,-326.1137,-0.97452486
imagenet,91,91,same_prediction_all,-101.72535,2.3330917,526.88696,-11.130366,-326.08835,-1.6349504
imagenet,92,92,same_prediction_all,-102.858665,2.473659,413.5716,2.9321716,-326.09268,-1.4426361
imagenet,93,93,same_prediction_all,-102.81021,2.3438046,418.41888,-10.055628,-326.09515,-1.5995654
imagenet,94,94,same_prediction_all,-102.73354,2.533337,426.07623,8.89605,-326.09976,-1.3737681
imagenet,95,95,same_prediction_all,-102.72157,2.6857204,427.2672,24.136236,-326.0971,-1.1911311
imagenet,96,96,same_prediction_all,-102.3651,2.7952,462.9173,35.08296,-326.10684,-1.0674845
imagenet,97,97,same_prediction_all,-102.97068,2.5570786,402.33282,11.261532,-326.09903,-1.3403441
imagenet,98,98,same_prediction_all,-102.3177,2.763166,467.61426,31.866411,-326.10318,-1.1068081
imagenet,99,99,same_prediction_all,-102.504814,2.4247055,448.94498,-1.9816345,-326.09717,-1.5089604
imagenet,100,100,same_prediction_all,-103.7013,1.8617864,329.27286,-58.273727,-326.0897,-2.1592412
imagenet,101,101,same_prediction_all,-103.23901,1.8623295,375.5173,-58.222893,-326.09268,-2.1683295
imagenet,102,102,same_prediction_all,-103.05208,1.9795824,394.21365,-46.497284,-326.09525,-2.0315523
imagenet,103,103,same_prediction_all,-102.28925,2.1760013,470.45844,-26.8504,-326.08932,-1.8117235
imagenet,104,104,same_prediction_all,-103.028656,2.0070736,396.53558,-43.745754,-326.08945,-1.9989898
imagenet,105,105,same_prediction_all,-102.82194,2.1236417,417.2057,-32.08789,-326.0985,-1.8635342
imagenet,106,106,same_prediction_all,-102.16212,1.9828643,483.1994,-46.16988,-326.10477,-2.0464222
imagenet,107,107,same_prediction_all,-103.23279,1.7830219,376.14774,-66.15475,-326.09027,-2.2635403
imagenet,108,108,same_prediction_all,-103.16599,1.7293602,382.80646,-71.518555,-326.09314,-2.3293388
imagenet,109,109,same_prediction_all,-103.73449,2.0481913,325.93744,-39.6308,-326.09024,-1.9347919
imagenet,110,110,same_prediction_all,-103.20008,1.9097334,379.42307,-53.502293,-326.09296,-2.1122532
imagenet,111,111,same_prediction_all,-103.44988,1.9445794,354.44205,-50.021626,-326.10007,-2.0652573
imagenet,112,112,same_prediction_all,-103.34993,1.8891131,364.43756,-55.568436,-326.09232,-2.133715
imagenet,113,113,same_prediction_all,-103.592445,1.8986969,340.19223,-54.613743,-326.0834,-2.1170676
imagenet,114,114,same_prediction_all,-103.21737,1.883053,377.69693,-56.16729,-326.0945,-2.1439016
imagenet,115,115,same_prediction_all,-102.7214,2.2170181,427.27252,-22.761517,-326.0995,-1.7536008
imagenet,116,116,same_prediction_all,-103.64027,1.7676793,335.42035,-67.72051,-326.095,-2.2734866
imagenet,117,117,same_prediction_all,-103.38301,2.0493374,361.15018,-39.556286,-326.08655,-1.9407247
imagenet,118,118,same_prediction_all,-102.93031,1.9098729,406.419,-53.496204,-326.09106,-2.117607
imagenet,119,119,same_prediction_all,-102.7393,1.9886937,425.51248,-45.605183,-326.09106,-2.027004
imagenet,120,120,same_prediction_all,-103.30824,1.8399618,368.61533,-60.481564,-326.09177,-2.1936228
imagenet,121,121,same_prediction_all,-102.980804,2.12771,401.36667,-31.71025,-326.09412,-1.855223
imagenet,122,122,both_wrong,-103.281845,1.9081603,371.23886,-53.655586,-326.0896,-2.1123147
imagenet,123,123,both_wrong,-102.76974,2.1130064,422.44928,-33.16767,-326.0895,-1.8771992
imagenet,124,124,both_wrong,-103.52301,1.9331964,347.12637,-51.145763,-326.09088,-2.0771883
imagenet,125,125,same_prediction_all,-103.12353,2.064682,387.10452,-38.020844,-326.0944,-1.9279084
imagenet,126,126,both_wrong,-102.37449,2.0851858,461.96408,-35.94868,-326.08868,-1.9189037
imagenet,127,127,same_prediction_all,-102.45835,2.0796356,453.6088,-36.52114,-326.09543,-1.9238939
imagenet,128,128,both_wrong,-103.5803,1.8369646,341.39136,-60.78467,-326.095,-2.1915617
imagenet,129,129,both_wrong,-102.77314,2.0912025,422.11383,-35.354782,-326.09833,-1.9035138
imagenet,130,130,same_prediction_all,-102.924446,2.1685314,406.98615,-27.623522,-326.0993,-1.8075553
imagenet,131,131,same_prediction_all,-103.13667,1.8445866,385.79953,-60.03454,-326.09464,-2.1916595
imagenet,132,132,same_prediction_all,-103.0715,2.136175,392.30484,-30.867426,-326.09534,-1.8432114
imagenet,133,133,same_prediction_all,-103.04014,2.1859717,395.4407,-25.887596,-326.0916,-1.7840356
imagenet,134,134,same_prediction_all,-103.01504,1.949431,397.92438,-49.530907,-326.08905,-2.0683496
imagenet,135,135,same_prediction_all,-102.45923,2.2180746,453.5176,-22.673126,-326.09674,-1.7577524
imagenet,136,136,same_prediction_all,-102.58179,2.2120297,441.26447,-23.278013,-326.09186,-1.7623746
imagenet,137,137,same_prediction_all,-103.332664,1.9205836,366.21808,-52.441586,-326.09265,-2.0964153
imagenet,138,138,same_prediction_all,-102.773766,1.9787555,422.07178,-46.608368,-326.09528,-2.0383542
imagenet,139,139,same_prediction_all,-102.97361,2.0807848,402.07565,-36.401794,-326.1007,-1.9118441
imagenet,140,140,same_prediction_all,-102.790474,2.1195319,420.39163,-32.536015,-326.097,-1.8690156
imagenet,141,141,both_wrong,-102.55501,2.108702,443.92896,-33.589317,-326.09348,-1.8869766
imagenet,142,142,same_prediction_all,-101.8064,2.157173,518.7828,-28.76004,-326.09024,-1.8444245
imagenet,143,143,same_prediction_all,-102.94934,1.9500701,404.54462,-49.494423,-326.08914,-2.0689502
imagenet,144,144,same_prediction_all,-102.87225,2.138525,412.23944,-30.649784,-326.09195,-1.8444964
imagenet,145,145,same_prediction_all,-103.74303,1.7877165,325.1411,-65.7165,-326.0895,-2.2471015
imagenet,146,146,same_prediction_all,-103.200516,2.0753863,379.3359,-36.918438,-326.09778,-1.9135253
imagenet,147,147,same_prediction_all,-103.118774,1.8530624,387.57767,-59.18851,-326.08618,-2.1817634
imagenet,148,148,same_prediction_all,-103.163574,1.9384791,383.11652,-50.657578,-326.09232,-2.0784972
imagenet,149,149,same_prediction_all,-102.58033,2.034947,441.45706,-41.016438,-326.094,-1.9749599
imagenet,150,150,both_wrong,-103.140656,1.6353986,385.3524,-80.931946,-326.09955,-2.442719
imagenet,151,151,both_wrong,-102.88632,2.4955075,410.80365,5.0806804,-326.09204,-1.4158055
imagenet,152,152,same_prediction_all,-103.144806,1.9133182,384.98868,-53.164364,-326.0938,-2.1090546
imagenet,153,153,same_prediction_all,-103.09708,1.7343652,389.78137,-71.068184,-326.09216,-2.3247194
imagenet,154,154,same_prediction_all,-102.61349,2.2160962,438.10904,-22.884708,-326.09607,-1.7569314
imagenet,155,155,same_prediction_all,-102.52222,2.0657232,447.28833,-37.944977,-326.09363,-1.9392525
imagenet,156,156,same_prediction_all,-102.86007,1.9157983,413.47565,-52.930145,-326.09122,-2.1119635
imagenet,157,157,same_prediction_all,-102.60914,1.9575981,438.5914,-48.756607,-326.09268,-2.067132
imagenet,158,158,same_prediction_all,-102.81271,1.8958507,418.2231,-54.929043,-326.09268,-2.1368935
imagenet,159,159,same_prediction_all,-103.262184,1.8714479,373.24503,-57.349995,-326.0981,-2.1568985
imagenet,160,160,both_wrong,-102.54911,2.4846396,444.53424,3.994332,-326.11148,-1.436293
imagenet,161,161,same_prediction_all,-102.72025,1.9530281,427.47324,-49.229668,-326.10153,-2.0704694
imagenet,162,162,both_wrong,-101.99064,2.4676523,500.3057,2.31289,-326.099,-1.4681665
imagenet,163,163,same_prediction_all,-102.9231,1.9572417,407.15833,-48.796787,-326.09903,-2.061064
imagenet,164,164,same_prediction_all,-103.06124,1.8055,393.36563,-63.98556,-326.09964,-2.2401817
imagenet,165,165,same_prediction_all,-103.38745,1.7592995,360.6774,-68.57204,-326.1016,-2.288884
imagenet,166,166,same_prediction_all,-102.98466,2.2139204,400.96085,-23.096817,-326.1119,-1.7519981
imagenet,167,167,same_prediction_all,-102.41011,1.8034543,458.46368,-64.18348,-326.09592,-2.256292
imagenet,168,168,same_prediction_all,-102.79869,2.103683,419.5399,-34.12956,-326.10333,-1.8880919
imagenet,169,169,same_prediction_all,-103.14519,2.104792,384.8412,-33.97571,-326.11252,-1.879602
imagenet,170,170,same_prediction_all,-102.84854,1.8380251,414.65152,-60.727936,-326.0916,-2.2055483
imagenet,171,171,same_prediction_all,-103.03045,1.7120932,396.43002,-73.303474,-326.08835,-2.3528392
imagenet,172,172,both_wrong,-102.512726,1.8595508,448.1683,-58.539574,-326.09576,-2.1868742
imagenet,173,173,same_prediction_all,-103.09879,2.1300054,389.60217,-31.519386,-326.09583,-1.8500797
imagenet,174,174,both_wrong,-102.847,1.9617889,414.7599,-48.32708,-326.08835,-2.0570562
imagenet,175,175,same_prediction_all,-102.938385,1.9419636,405.6247,-50.30856,-326.0918,-2.0790155
imagenet,176,176,same_prediction_all,-102.25009,2.0095658,474.41263,-43.525055,-326.0965,-2.01236
imagenet,177,177,tda_correct_freetta_wrong,-102.822815,2.3107524,417.14236,-13.410803,-326.0982,-1.6390042
imagenet,178,178,both_wrong,-102.48949,2.3163779,450.47702,-12.847412,-326.09634,-1.6391252
imagenet,179,179,same_prediction_all,-102.8041,1.8129977,419.10553,-63.23633,-326.0885,-2.2364366
imagenet,180,180,same_prediction_all,-102.84031,2.032742,415.42615,-41.218998,-326.0993,-1.9721961
imagenet,181,181,same_prediction_all,-101.96339,2.3448067,503.10654,-10.0006695,-326.09982,-1.6161817
imagenet,182,182,same_prediction_all,-103.14585,2.2639675,384.83295,-18.073446,-326.10358,-1.6884129
imagenet,183,183,same_prediction_all,-101.964745,2.325108,503.0043,-11.988515,-326.09818,-1.639744
imagenet,184,184,same_prediction_all,-101.970726,1.9223272,502.3571,-52.245346,-326.09464,-2.1228151
imagenet,185,185,same_prediction_all,-102.581985,2.3843355,441.197,-6.0346017,-326.1027,-1.5557796
imagenet,186,186,both_wrong,-102.36256,2.076771,463.2397,-36.837322,-326.09613,-1.9293092
imagenet,187,187,same_prediction_all,-102.69175,2.2665043,430.2369,-17.821476,-326.10605,-1.6949149
imagenet,188,188,both_wrong,-102.83019,2.0588093,416.43637,-38.622505,-326.0988,-1.9411577
imagenet,189,189,both_wrong,-102.723946,1.9821818,427.02548,-46.257362,-326.09338,-2.0352695
imagenet,190,190,both_wrong,-102.98299,1.9502187,401.15927,-49.479977,-326.08978,-2.0680916
imagenet,191,191,both_wrong,-101.23846,2.6789331,575.5636,23.39336,-326.12772,-1.2309133
imagenet,192,192,same_prediction_all,-103.08148,2.036913,391.32343,-40.82059,-326.0947,-1.9620744
imagenet,193,193,same_prediction_all,-102.51382,1.6947187,448.07126,-75.03081,-326.09253,-2.3845828
imagenet,194,194,same_prediction_all,-102.68987,1.9630569,430.49258,-48.210663,-326.0906,-2.0587995
imagenet,195,195,same_prediction_all,-102.90888,1.8241539,408.6481,-62.12979,-326.0926,-2.2209013
imagenet,196,196,same_prediction_all,-102.84589,2.4409447,414.80853,-0.38034558,-326.10977,-1.4824902
imagenet,197,197,same_prediction_all,-102.91643,2.0609043,407.8293,-38.425682,-326.1038,-1.9368914
imagenet,198,198,same_prediction_all,-103.333466,1.6234095,366.1511,-82.19072,-326.0939,-2.452942
imagenet,199,199,same_prediction_all,-103.096985,1.6390984,389.81085,-80.62689,-326.0909,-2.4390416
imagenet,200,200,same_prediction_all,-102.54349,2.4682515,445.04813,2.3534906,-326.1121,-1.456071
imagenet,201,201,same_prediction_all,-102.75116,2.0390952,424.30035,-40.572475,-326.0967,-1.966426
imagenet,202,202,same_prediction_all,-102.911224,2.1827862,408.31323,-26.212742,-326.10403,-1.7907436
imagenet,203,203,same_prediction_all,-102.42701,2.669652,456.7578,22.466011,-326.1132,-1.2169515
imagenet,204,204,same_prediction_all,-101.689064,2.372129,530.55444,-7.2932286,-326.11572,-1.5894287
imagenet,205,205,same_prediction_all,-102.18024,2.1449146,481.42953,-30.009842,-326.0956,-1.851388
imagenet,206,206,same_prediction_all,-102.656555,2.0314121,433.78357,-41.350952,-326.09464,-1.9775921
imagenet,207,207,both_wrong,-102.178696,2.1997805,481.6217,-24.538023,-326.0942,-1.7855525
imagenet,208,208,same_prediction_all,-102.356384,2.405444,463.763,-3.931796,-326.11237,-1.5353954
imagenet,209,209,same_prediction_all,-102.61789,2.3584592,437.64993,-8.643632,-326.1035,-1.5860333
imagenet,210,210,same_prediction_all,-103.09128,2.257507,390.317,-18.7377,-326.08972,-1.6971498
imagenet,211,211,same_prediction_all,-102.802414,2.1846068,419.22452,-26.036926,-326.08716,-1.7905251
imagenet,212,212,same_prediction_all,-102.517,2.1893742,447.7826,-25.572151,-326.09613,-1.7910509
imagenet,213,213,same_prediction_all,-103.05907,2.356297,393.57343,-8.87141,-326.09125,-1.5792179
imagenet,214,214,same_prediction_all,-103.37485,2.1573842,361.9715,-28.757196,-326.08737,-1.811284
imagenet,215,215,same_prediction_all,-103.281815,2.2617538,371.28204,-18.32236,-326.08673,-1.6878699
imagenet,216,216,same_prediction_all,-102.94644,2.279504,404.85312,-16.559923,-326.0888,-1.6737009
imagenet,217,217,same_prediction_all,-103.000755,2.4284394,399.35913,-1.6370018,-326.09326,-1.4939879
imagenet,218,218,same_prediction_all,-102.83825,2.3360665,415.6429,-10.892201,-326.09122,-1.6081511
imagenet,219,219,both_wrong,-101.84471,2.4555898,514.8904,1.1132811,-326.11417,-1.4859698
imagenet,220,220,same_prediction_all,-102.82241,2.5384357,417.15936,9.400789,-326.09036,-1.365637
imagenet,221,221,same_prediction_all,-102.73864,2.563014,425.54242,11.875445,-326.09033,-1.3379045
imagenet,222,222,same_prediction_all,-102.60264,2.4132204,439.179,-3.1261702,-326.09235,-1.5205598
imagenet,223,223,same_prediction_all,-102.53446,2.4773743,445.96448,3.2768412,-326.10687,-1.4452866
imagenet,224,224,same_prediction_all,-103.12715,2.3947656,386.70282,-4.9567704,-326.0938,-1.5317209
imagenet,225,225,same_prediction_all,-102.570305,2.326606,442.42783,-11.789303,-326.08914,-1.6251453
imagenet,226,226,same_prediction_all,-103.14644,2.3606522,384.74048,-8.376188,-326.09042,-1.5721316
imagenet,227,227,same_prediction_all,-102.13816,2.4801867,485.57568,3.5783646,-326.09433,-1.4498929
imagenet,228,228,same_prediction_all,-102.69422,2.394868,430.01443,-4.9825277,-326.09186,-1.5406457
imagenet,229,229,same_prediction_all,-102.31639,2.5827394,467.79266,13.820837,-326.10413,-1.3233203
imagenet,230,230,both_wrong,-102.837036,2.479381,415.69547,3.4829516,-326.09402,-1.4362392
imagenet,231,231,both_wrong,-102.48814,2.2956398,450.64902,-14.90925,-326.1037,-1.6641885
imagenet,232,232,same_prediction_all,-102.57566,2.561526,441.86658,11.7054205,-326.10046,-1.3432536
imagenet,233,233,same_prediction_all,-102.119446,2.6944118,487.4696,24.9953,-326.107,-1.193536
imagenet,234,234,same_prediction_all,-102.3771,2.4096346,461.79663,-3.5040739,-326.09512,-1.5296807
imagenet,235,235,same_prediction_all,-102.168495,2.5596037,482.48676,11.522175,-326.11133,-1.354367
imagenet,236,236,same_prediction_all,-102.15743,2.524782,483.7029,8.033441,-326.09634,-1.3960145
imagenet,237,237,same_prediction_all,-102.53602,2.5724745,445.8168,12.805992,-326.10077,-1.3310102
imagenet,238,238,same_prediction_all,-102.60096,2.6558921,439.36737,21.116884,-326.10345,-1.2295469
imagenet,239,239,same_prediction_all,-102.82485,2.558675,416.95944,11.400828,-326.10233,-1.3415463
imagenet,240,240,same_prediction_all,-103.20884,2.1544647,378.5561,-28.993078,-326.08655,-1.8181533
imagenet,241,241,same_prediction_all,-102.804924,2.2668276,418.97095,-17.734968,-326.0834,-1.6918077
imagenet,242,242,same_prediction_all,-102.68921,2.485624,430.53677,4.1590834,-326.0929,-1.431892
imagenet,243,243,same_prediction_all,-103.368965,2.3474226,362.56137,-9.65707,-326.0884,-1.5833702
imagenet,244,244,same_prediction_all,-103.14528,2.1437979,384.96017,-30.054335,-326.0871,-1.8323463
imagenet,245,245,same_prediction_all,-103.40026,2.2076693,359.4396,-23.631485,-326.08563,-1.7504305
imagenet,246,246,same_prediction_all,-103.33715,2.2360268,365.74396,-20.79137,-326.0851,-1.7176774
imagenet,247,247,same_prediction_all,-102.62152,2.329835,437.3029,-11.438742,-326.0865,-1.6200428
imagenet,248,248,same_prediction_all,-103.48914,2.2611668,350.5051,-18.309162,-326.08826,-1.6843534
imagenet,249,249,same_prediction_all,-103.14501,2.3383672,384.90515,-10.606543,-326.10547,-1.5991347
imagenet,250,250,same_prediction_all,-102.88531,2.0297654,410.85147,-41.495705,-326.10672,-1.9749986
imagenet,251,251,same_prediction_all,-103.29935,2.0636954,369.47357,-38.11752,-326.10153,-1.9255584
imagenet,252,252,both_wrong,-103.02188,1.8765664,397.22125,-56.84646,-326.1062,-2.155909
imagenet,253,253,both_wrong,-102.20582,2.0005496,478.85614,-44.434444,-326.11005,-2.024327
imagenet,254,254,same_prediction_all,-103.35475,1.9003245,363.94354,-54.46903,-326.10217,-2.1202967
imagenet,255,255,same_prediction_all,-103.34273,2.0606174,365.05176,-38.368187,-326.10495,-1.9283675
imagenet,256,256,same_prediction_all,-103.284035,2.0076761,371.00327,-43.716694,-326.10397,-1.9930973
imagenet,257,257,same_prediction_all,-102.66196,2.0516772,433.21,-39.31548,-326.1113,-1.9535162
imagenet,258,258,same_prediction_all,-102.37681,1.8893145,461.77863,-55.58072,-326.1062,-2.1541173
imagenet,259,259,both_wrong,-102.48497,1.999047,450.9619,-44.616756,-326.10657,-2.0202394
imagenet,260,260,same_prediction_all,-102.60604,2.1011724,438.81433,-34.386833,-326.10748,-1.8951775
imagenet,261,261,same_prediction_all,-103.00126,1.826022,399.3362,-61.937588,-326.10208,-2.2169714
imagenet,262,262,same_prediction_all,-102.229546,2.1150396,476.46402,-33.00615,-326.11533,-1.8865459
imagenet,263,263,both_wrong,-102.869095,1.9719367,412.49377,-47.298172,-326.09656,-2.044537
imagenet,264,264,same_prediction_all,-102.6234,1.8721205,437.0933,-57.31514,-326.0947,-2.1694124
imagenet,265,265,same_prediction_all,-102.43573,1.8848182,455.8814,-56.056004,-326.0991,-2.1581557
