dataset,sample_index,stream_step,category,clip_pc1,clip_pc2,tda_pc1,tda_pc2,freetta_pc1,freetta_pc2
pets,76,76,same_prediction_all,-36.54851,0.036700018,91.19415,27.618715,-59.770855,0.32565665
pets,77,77,same_prediction_all,-36.595116,0.10153785,87.09533,34.961933,-59.77589,0.39613178
pets,78,78,same_prediction_all,-36.549076,0.03951636,91.669815,28.678839,-59.772808,0.32370928
pets,79,79,same_prediction_all,-36.552483,0.012553162,91.11765,25.702196,-59.770866,0.29288033
pets,80,80,same_prediction_all,-36.36727,0.077324644,109.634056,32.15444,-59.774227,0.37279812
pets,81,81,same_prediction_all,-36.603447,0.065131605,85.90423,30.785234,-59.7748,0.35552508
pets,82,82,same_prediction_all,-36.50953,0.042646132,95.3715,28.615538,-59.771946,0.33062258
pets,83,83,same_prediction_all,-36.617157,0.14603293,84.747185,39.19902,-59.779907,0.44729295
pets,84,84,same_prediction_all,-36.565094,0.09317304,90.0485,34.02137,-59.77477,0.3861618
pets,85,85,same_prediction_all,-36.5977,0.061810803,86.68908,30.747435,-59.773537,0.3486764
pets,86,86,both_wrong,-36.475666,0.031823013,99.13482,28.091423,-59.769913,0.3157651
pets,87,87,same_prediction_all,-36.56193,0.08704175,90.45248,33.55646,-59.775265,0.37836027
pets,88,88,same_prediction_all,-36.489235,0.020653104,97.52416,26.606659,-59.770916,0.3021735
pets,89,89,same_prediction_all,-36.519356,0.07906097,94.63374,32.71063,-59.777023,0.3704314
pets,90,90,same_prediction_all,-36.54121,-0.00969502,92.39987,23.677553,-59.76805,0.26613158
pets,91,91,same_prediction_all,-36.61727,-0.112753876,84.347336,12.7112665,-59.766354,0.14838257
pets,92,92,same_prediction_all,-36.589226,-0.05644656,87.53305,18.893581,-59.766808,0.21113321
pets,93,93,same_prediction_all,-36.61374,-0.051561702,84.95898,19.21694,-59.767696,0.21623132
pets,94,94,same_prediction_all,-36.60191,-0.048979912,85.956924,19.202005,-59.767044,0.22157565
pets,95,95,same_prediction_all,-36.563976,0.069784336,90.08664,31.590458,-59.773777,0.3581526
pets,96,96,same_prediction_all,-36.483788,0.028183132,98.06341,27.351545,-59.76905,0.31261337
pets,97,97,same_prediction_all,-36.42963,0.064559005,103.538315,31.08147,-59.771267,0.35584334
pets,98,98,same_prediction_all,-36.384193,-0.37065274,107.92729,-13.440711,-59.771683,-0.14938208
pets,99,99,same_prediction_all,-36.39955,-0.33846432,106.35316,-10.291116,-59.771164,-0.10956731
pets,100,100,same_prediction_all,-36.41409,-0.32671422,104.91095,-9.142743,-59.770603,-0.09527484
pets,101,101,same_prediction_all,-36.46345,-0.39662424,100.104706,-16.284452,-59.772934,-0.1800513
pets,102,102,same_prediction_all,-36.406853,-0.36003286,105.64924,-12.455603,-59.771267,-0.1353239
pets,103,103,same_prediction_all,-36.58193,-0.34958753,87.962654,-11.204087,-59.77249,-0.1276557
pets,104,104,same_prediction_all,-36.403343,-0.3271161,106.08016,-9.070824,-59.770073,-0.097256
pets,105,105,same_prediction_all,-36.615215,-0.3664537,84.73738,-13.195873,-59.772106,-0.14660272
pets,106,106,same_prediction_all,-36.456074,-0.3572802,100.4618,-11.914589,-59.771454,-0.13257065
pets,107,107,same_prediction_all,-36.411274,-0.34086016,104.90903,-10.254236,-59.77088,-0.111957155
pets,108,108,same_prediction_all,-36.37282,-0.34039474,108.74403,-10.181956,-59.770214,-0.11050431
pets,109,109,same_prediction_all,-36.426395,-0.3584311,103.658,-12.278137,-59.771408,-0.13256359
pets,110,110,same_prediction_all,-36.43578,-0.34908795,102.87035,-11.330697,-59.77222,-0.124308854
pets,111,111,same_prediction_all,-36.48808,-0.35772085,97.44455,-12.123985,-59.771667,-0.1327082
pets,112,112,same_prediction_all,-36.423225,-0.36410314,103.94737,-12.611041,-59.773098,-0.13945849
pets,113,113,same_prediction_all,-36.38266,-0.37129807,108.07278,-13.22742,-59.773327,-0.1489563
pets,114,114,same_prediction_all,-36.386734,-0.37149572,107.86387,-13.663308,-59.774857,-0.14854465
pets,115,115,freetta_correct_tda_wrong,-36.46462,-0.3750299,100.146965,-13.85119,-59.773567,-0.1551975
pets,116,116,same_prediction_all,-36.506138,-0.38397476,96.006485,-15.032436,-59.775238,-0.16510269
pets,117,117,same_prediction_all,-36.524014,-0.40409088,94.34001,-17.218102,-59.775116,-0.18851377
pets,118,118,same_prediction_all,-36.589474,-0.4342448,87.48661,-20.173025,-59.776638,-0.22252789
pets,119,119,both_wrong,-36.56382,-0.3053474,90.03969,-6.984384,-59.769684,-0.07392601
pets,120,120,same_prediction_all,-36.41896,-0.3614475,104.607704,-12.655089,-59.772476,-0.13645956
pets,121,121,same_prediction_all,-36.46788,-0.3937716,99.74572,-15.969006,-59.775574,-0.17488988
pets,122,122,same_prediction_all,-36.47893,-0.33802935,98.2549,-10.056253,-59.772068,-0.1092467
pets,123,123,same_prediction_all,-36.51244,-0.38780254,95.299,-15.2651005,-59.772465,-0.16922198
pets,124,124,same_prediction_all,-36.58285,-0.3712263,88.212875,-13.689347,-59.77091,-0.14964636
pets,125,125,freetta_correct_tda_wrong,-36.604187,-0.3505893,86.328804,-11.686558,-59.770416,-0.12711151
pets,126,126,same_prediction_all,-36.37565,-0.39563593,108.9716,-15.995965,-59.776054,-0.17510174
pets,127,127,same_prediction_all,-36.488503,-0.36918697,97.59593,-13.389713,-59.772686,-0.14576697
pets,128,128,both_wrong,-36.4914,-0.40315637,97.52112,-16.997576,-59.773502,-0.1845268
pets,129,129,same_prediction_all,-36.499104,-0.35451233,96.44448,-11.969584,-59.773987,-0.12790132
pets,130,130,same_prediction_all,-36.36419,-0.41256887,110.3835,-17.98385,-59.773617,-0.19390622
pets,131,131,same_prediction_all,-36.424747,-0.3894712,104.0943,-15.573971,-59.774338,-0.1677992
pets,132,132,same_prediction_all,-36.492638,-0.37014264,97.05375,-13.487029,-59.770847,-0.1450985
pets,133,133,same_prediction_all,-36.436253,-0.3468578,102.48148,-11.044356,-59.77216,-0.11607866
pets,134,134,same_prediction_all,-36.545105,-0.3319662,91.82598,-9.630655,-59.773426,-0.10245822
pets,135,135,same_prediction_all,-36.536934,-0.3773837,93.038765,-14.308654,-59.77303,-0.15686548
pets,136,136,same_prediction_all,-36.55704,-0.3916737,90.989655,-15.756039,-59.774174,-0.17345971
pets,137,137,same_prediction_all,-36.450737,-0.40748933,101.433624,-17.31735,-59.774323,-0.18885933
pets,138,138,same_prediction_all,-36.551773,-0.3689628,91.37808,-13.485967,-59.774235,-0.14607972
pets,139,139,same_prediction_all,-36.645317,-0.36157584,81.66311,-12.616446,-59.772896,-0.13837843
pets,140,140,same_prediction_all,-36.46335,-0.34549445,100.08268,-11.017996,-59.76958,-0.11559273
pets,141,141,freetta_correct_tda_wrong,-36.59956,-0.35227585,86.61834,-11.862671,-59.77173,-0.1269797
pets,142,142,same_prediction_all,-36.61135,-0.3717844,85.46498,-13.78576,-59.771145,-0.14966357
pets,143,143,same_prediction_all,-36.596382,-0.36472338,87.028275,-13.130002,-59.771664,-0.14119142
pets,144,144,same_prediction_all,-36.436714,-0.35411888,102.92817,-11.911364,-59.77164,-0.12677251
pets,145,145,freetta_correct_tda_wrong,-36.58547,-0.3228349,88.08126,-9.004066,-59.77406,-0.09163197
pets,146,146,same_prediction_all,-36.386734,-0.3994435,107.89836,-16.524546,-59.772995,-0.17834938
pets,147,147,same_prediction_all,-36.43078,-0.38986295,103.79421,-15.6410675,-59.77322,-0.16823602
pets,148,148,both_wrong,-36.538605,-0.37799495,93.22412,-14.729284,-59.772694,-0.15549783
pets,149,149,same_prediction_all,-36.417706,-0.38548678,104.976395,-15.258722,-59.773197,-0.16177903
pets,150,150,same_prediction_all,-36.489258,-0.4120298,97.75846,-17.94794,-59.774197,-0.1933999
pets,151,151,freetta_correct_tda_wrong,-36.431755,-0.37552825,103.96574,-14.327705,-59.77109,-0.15159021
pets,152,152,freetta_correct_tda_wrong,-36.543667,-0.37426987,92.32393,-14.123162,-59.771812,-0.15017737
pets,153,153,freetta_correct_tda_wrong,-36.62169,-0.36622378,84.61312,-13.371192,-59.77156,-0.14257097
pets,154,154,same_prediction_all,-36.534103,-0.41096994,93.16431,-17.840424,-59.7744,-0.19137496
pets,155,155,freetta_correct_tda_wrong,-36.636074,-0.3561019,83.03651,-12.391855,-59.77186,-0.1294815
pets,156,156,same_prediction_all,-36.493015,-0.38450032,97.265976,-15.016855,-59.773388,-0.1609186
pets,157,157,freetta_correct_tda_wrong,-36.556572,-0.29020378,91.09763,-5.6465945,-59.769447,-0.053365685
pets,158,158,freetta_correct_tda_wrong,-36.626522,-0.35685208,83.86787,-12.333738,-59.772182,-0.13065414
pets,159,159,freetta_correct_tda_wrong,-36.657867,-0.38091898,80.87543,-14.87055,-59.77274,-0.1584043
pets,160,160,same_prediction_all,-36.447544,-0.38764912,101.953705,-15.493328,-59.77051,-0.16383226
pets,161,161,same_prediction_all,-36.447502,-0.4005894,101.937416,-16.841806,-59.77486,-0.1781007
pets,162,162,same_prediction_all,-36.548553,-0.367042,91.41969,-13.219628,-59.770416,-0.13999587
pets,163,163,same_prediction_all,-36.426006,-0.39657238,103.95409,-16.201416,-59.77414,-0.17396715
pets,164,164,same_prediction_all,-36.463062,-0.36385712,99.92122,-12.834182,-59.772808,-0.13479635
pets,165,165,freetta_correct_tda_wrong,-36.595776,-0.36505258,87.06008,-13.23105,-59.770855,-0.1390046
pets,166,166,freetta_correct_tda_wrong,-36.626083,-0.37332657,84.16445,-14.120098,-59.772182,-0.1491487
pets,167,167,same_prediction_all,-36.539898,-0.36467996,92.623314,-13.246422,-59.773556,-0.1371131
pets,168,168,same_prediction_all,-36.543118,-0.40565133,92.30639,-17.335161,-59.77431,-0.18456912
pets,169,169,freetta_correct_tda_wrong,-36.59175,-0.37006268,87.54407,-13.824645,-59.772465,-0.14462252
pets,170,170,same_prediction_all,-36.46089,-0.42404172,100.74652,-19.28444,-59.77486,-0.20542753
pets,171,171,same_prediction_all,-36.60006,-0.26343873,86.565186,-2.8399646,-59.768982,-0.02172671
pets,172,172,both_wrong,-36.456863,-0.3532026,101.2069,-12.175132,-59.772156,-0.12339875
pets,173,173,same_prediction_all,-36.540665,-0.39911896,92.87843,-16.799164,-59.773415,-0.1780141
pets,174,174,same_prediction_all,-36.56259,-0.38409954,90.44666,-15.161973,-59.773335,-0.16103344
pets,175,175,same_prediction_all,-36.49088,-0.34902206,97.86554,-11.786066,-59.773144,-0.118101165
pets,176,176,same_prediction_all,-36.585423,-0.3964989,87.78285,-16.32361,-59.77353,-0.17250675
pets,177,177,same_prediction_all,-36.447624,-0.35131395,101.857544,-11.82743,-59.773556,-0.119310506
pets,178,178,freetta_correct_tda_wrong,-36.53569,-0.3883495,93.60178,-15.8662195,-59.77241,-0.16542137
pets,179,179,same_prediction_all,-36.423527,-0.39452052,104.53694,-16.305569,-59.774094,-0.17027916
pets,180,180,freetta_correct_tda_wrong,-36.556633,-0.35564482,90.91558,-12.3121805,-59.774242,-0.12674533
pets,181,181,freetta_correct_tda_wrong,-36.593815,-0.3662232,87.62035,-13.573105,-59.771698,-0.14004344
pets,182,182,freetta_correct_tda_wrong,-36.548668,-0.36859566,91.98739,-13.66346,-59.77134,-0.14188866
pets,183,183,both_wrong,-36.57472,-0.3712483,89.38763,-14.023903,-59.771267,-0.14466754
pets,184,184,freetta_correct_tda_wrong,-36.61801,-0.38102323,85.09239,-15.0092125,-59.773663,-0.15695292
pets,185,185,same_prediction_all,-36.43088,-0.37783846,103.762886,-14.595083,-59.77309,-0.1501238
pets,186,186,same_prediction_all,-36.49466,-0.43472347,97.07177,-20.175516,-59.7753,-0.21674964
pets,187,187,same_prediction_all,-36.446613,-0.3634292,102.116005,-13.05226,-59.773575,-0.13350256
pets,188,188,both_wrong,-36.534756,-0.38246003,93.196075,-15.043279,-59.775864,-0.15831926
pets,189,189,same_prediction_all,-36.506195,-0.37510094,95.95221,-14.20613,-59.772644,-0.14691204
pets,190,190,same_prediction_all,-36.436558,-0.37326142,103.24752,-14.070689,-59.77216,-0.14506349
pets,191,191,same_prediction_all,-36.590706,-0.39043117,87.95847,-16.120476,-59.77361,-0.1664853
pets,192,192,same_prediction_all,-36.658276,-0.42513555,80.85823,-19.372084,-59.77615,-0.20771557
pets,193,193,freetta_correct_tda_wrong,-36.6122,-0.38045904,85.204025,-14.678179,-59.774174,-0.15528072
pets,194,194,same_prediction_all,-36.563454,-0.3700118,90.0581,-13.677237,-59.77365,-0.14072214
pets,195,195,same_prediction_all,-36.589523,-0.35458994,87.763084,-12.393408,-59.774147,-0.12476598
pets,196,196,same_prediction_all,-36.37834,-0.39415333,109.17585,-16.171745,-59.77179,-0.16851337
pets,197,197,same_prediction_all,-36.62315,-0.34659547,84.62786,-11.516403,-59.772934,-0.11742871
pets,198,198,both_wrong,-36.453278,-0.36065477,101.366684,-12.808333,-59.768593,-0.13172953
pets,199,199,both_wrong,-36.42238,-0.38343823,104.38466,-15.074929,-59.77256,-0.15733086
pets,200,200,same_prediction_all,-36.572956,-0.26785022,89.647354,-3.6528015,-59.77192,-0.027009228
pets,201,201,both_wrong,-36.487675,-0.31488195,98.04506,-8.389166,-59.772034,-0.07768722
pets,202,202,same_prediction_all,-36.41051,-0.3261913,105.57589,-9.299874,-59.772274,-0.09024501
pets,203,203,same_prediction_all,-36.640335,-0.32073146,83.042534,-9.226374,-59.77332,-0.08859073
pets,204,204,both_wrong,-36.467762,-0.35403642,100.47079,-12.506588,-59.77204,-0.123940215
pets,205,205,tda_correct_freetta_wrong,-36.571945,-0.31930888,89.621605,-8.8640375,-59.77096,-0.085093044
pets,206,206,same_prediction_all,-36.5917,-0.3443109,87.80162,-11.489706,-59.772335,-0.114143886
pets,207,207,same_prediction_all,-36.510277,-0.31974366,95.96045,-8.93724,-59.771305,-0.08355397
pets,208,208,same_prediction_all,-36.43256,-0.3227186,103.44182,-9.029459,-59.771736,-0.086433716
pets,209,209,same_prediction_all,-36.42365,-0.31851855,104.12373,-8.539836,-59.772377,-0.08170725
pets,210,210,same_prediction_all,-36.693447,-0.2756351,77.12955,-4.3225107,-59.77273,-0.03545093
pets,211,211,same_prediction_all,-36.5089,-0.35202855,95.83806,-12.041745,-59.771515,-0.12299631
pets,212,212,same_prediction_all,-36.58963,-0.2746672,87.69587,-4.185542,-59.7726,-0.03494013
pets,213,213,tda_correct_freetta_wrong,-36.569683,-0.33381215,89.81597,-10.313757,-59.77257,-0.10145595
pets,214,214,same_prediction_all,-36.499462,-0.36251947,96.76719,-12.977789,-59.773567,-0.13253137
pets,215,215,both_wrong,-36.341385,-0.32521778,112.38975,-9.179979,-59.77223,-0.0870601
pets,216,216,tda_correct_freetta_wrong,-36.423443,-0.29211646,104.55996,-6.0141106,-59.77117,-0.051310968
pets,217,217,both_wrong,-36.56134,-0.32671544,90.79125,-9.67433,-59.771515,-0.09100719
pets,218,218,same_prediction_all,-36.407764,-0.31487596,106.06227,-8.285664,-59.770027,-0.07662562
pets,219,219,same_prediction_all,-36.60724,-0.25512168,85.59696,-2.0469193,-59.77253,-0.008838998
pets,220,220,tda_correct_freetta_wrong,-36.4297,-0.335862,103.86304,-10.190374,-59.77179,-0.10144564
pets,221,221,both_wrong,-36.46521,-0.3418807,100.55386,-11.118915,-59.77264,-0.10752086
pets,222,222,both_wrong,-36.493896,-0.35324875,97.396454,-12.03367,-59.77215,-0.12156002
pets,223,223,both_wrong,-36.440678,-0.31316757,103.047455,-8.248226,-59.772026,-0.07572263
pets,224,224,both_wrong,-36.469166,-0.32174283,100.35994,-9.143977,-59.7726,-0.08550041
pets,225,225,both_wrong,-36.675392,-0.2828096,79.14745,-5.0233107,-59.772472,-0.043716572
pets,226,226,same_prediction_all,-36.64015,-0.3199749,82.40692,-8.635022,-59.77127,-0.08550821
pets,227,227,both_wrong,-36.54268,-0.3498048,92.56386,-11.925555,-59.773132,-0.11744235
pets,228,228,both_wrong,-36.628765,-0.30638647,83.97253,-7.568067,-59.769783,-0.06915456
pets,229,229,same_prediction_all,-36.480167,-0.2749881,98.95312,-4.3712926,-59.77113,-0.031769764
pets,230,230,tda_correct_freetta_wrong,-36.450104,-0.28692314,101.41662,-5.276882,-59.771584,-0.043029778
pets,231,231,tda_correct_freetta_wrong,-36.49325,-0.3007194,97.275764,-6.6813145,-59.770943,-0.059901107
pets,232,232,same_prediction_all,-36.51513,-0.3409277,95.606964,-11.010736,-59.772675,-0.10752077
pets,233,233,same_prediction_all,-36.514977,-0.3032594,94.99328,-7.001285,-59.77352,-0.06399189
pets,234,234,both_wrong,-36.506226,-0.31437424,96.03681,-8.191053,-59.772903,-0.075407185
pets,235,235,same_prediction_all,-36.469982,-0.30102545,100.01945,-7.113485,-59.774498,-0.06091481
pets,236,236,both_wrong,-36.58766,-0.39606407,87.76029,-16.422064,-59.772297,-0.17009304
pets,237,237,both_wrong,-36.59571,-0.3141588,87.56214,-8.400373,-59.772633,-0.07896208
pets,238,238,same_prediction_all,-36.509377,-0.344171,95.84377,-11.297867,-59.77388,-0.10977436
pets,239,239,both_wrong,-36.409092,-0.37188363,106.04938,-14.171269,-59.774166,-0.14132735
pets,240,240,same_prediction_all,-36.63734,-0.32602516,83.08745,-9.6184,-59.771896,-0.09037957
pets,241,241,same_prediction_all,-36.578568,-0.29994404,89.267555,-7.0920763,-59.773705,-0.061121605
pets,242,242,same_prediction_all,-36.56852,-0.31517056,89.84234,-8.448572,-59.775414,-0.076069884
pets,243,243,both_wrong,-36.444183,-0.28680035,102.597565,-5.4109783,-59.77184,-0.044720292
pets,244,244,both_wrong,-36.52536,-0.33509606,94.171036,-10.387119,-59.774208,-0.098684445
pets,245,245,both_wrong,-36.51156,-0.32243904,95.599045,-9.069348,-59.77171,-0.08557387
pets,246,246,same_prediction_all,-36.39408,-0.27072054,107.64522,-3.9306273,-59.77538,-0.025067603
pets,247,247,same_prediction_all,-36.461422,-0.27472642,100.46443,-4.015263,-59.772774,-0.029752055
pets,248,248,same_prediction_all,-36.55773,-0.33319145,91.25178,-10.310239,-59.771782,-0.09945244
pets,249,249,same_prediction_all,-36.505577,-0.33408067,96.04926,-10.15401,-59.7715,-0.09870664
pets,250,250,both_wrong,-36.43,-0.30395055,104.12553,-7.3746314,-59.77165,-0.062984996
pets,251,251,both_wrong,-36.409668,-0.35952657,105.33398,-12.483465,-59.77126,-0.12489614
pets,252,252,same_prediction_all,-36.489815,-0.30203003,97.818306,-6.995349,-59.772896,-0.061863825
pets,253,253,same_prediction_all,-36.55904,-0.3318342,90.53489,-9.836592,-59.771717,-0.09551003
pets,254,254,same_prediction_all,-36.557415,-0.29338157,91.46774,-6.461421,-59.771614,-0.05332947
pets,255,255,same_prediction_all,-36.538376,-0.280245,92.12609,-4.3844767,-59.770443,-0.03405109
pets,256,256,both_wrong,-36.566994,-0.36464286,90.107445,-13.387577,-59.771656,-0.13509291
pets,257,257,same_prediction_all,-36.3834,-0.3339098,108.81317,-10.165762,-59.773506,-0.09741469
pets,258,258,tda_correct_freetta_wrong,-36.493748,-0.33247384,97.56779,-10.0892105,-59.77243,-0.09616058
pets,259,259,tda_correct_freetta_wrong,-36.425117,-0.32707646,104.35467,-9.52389,-59.773567,-0.08847972
pets,260,260,same_prediction_all,-36.62489,-0.31246513,84.28813,-8.192531,-59.771534,-0.073816136
pets,261,261,same_prediction_all,-36.51931,-0.2976119,95.04199,-6.625672,-59.771896,-0.056234173
pets,262,262,both_wrong,-36.623596,-0.32586038,83.66684,-9.019541,-59.77175,-0.08904596
pets,263,263,both_wrong,-36.448563,-0.30755207,102.24443,-7.696984,-59.772243,-0.06729121
pets,264,264,tda_correct_freetta_wrong,-36.566933,-0.27689978,89.86913,-4.347944,-59.771667,-0.032694496
pets,265,265,same_prediction_all,-36.485874,-0.2875738,98.182655,-5.531426,-59.77355,-0.044123918
pets,266,266,both_wrong,-36.52302,-0.332949,94.50329,-10.077356,-59.771122,-0.09785722
pets,267,267,same_prediction_all,-36.563953,-0.31320402,90.615105,-8.322622,-59.772957,-0.075048044
pets,268,268,same_prediction_all,-36.48863,-0.31343976,97.999176,-8.279603,-59.771763,-0.07420724
