dataset,sample_index,stream_step,category,clip_pc1,clip_pc2,tda_pc1,tda_pc2,freetta_pc1,freetta_pc2
dtd,78,78,same_prediction_all,-38.71902,1.0586469,115.727165,-9.66545,-87.52716,-15.722897
dtd,79,79,both_wrong,-38.65352,1.0986807,122.140755,-6.032275,-85.47579,-12.9453945
dtd,80,80,tda_correct_freetta_wrong,-38.413433,1.11549,146.28275,-3.5553412,-82.10308,-5.268404
dtd,81,81,both_wrong,-38.385746,1.1955831,149.8249,4.8730874,-81.744286,4.6875553
dtd,82,82,both_wrong,-38.53882,1.1495837,133.78995,0.2817195,-79.64929,-2.371608
dtd,83,83,both_wrong,-38.60589,1.160238,127.88191,1.298803,-78.521675,-1.0121926
dtd,84,84,both_wrong,-38.413616,1.1541847,147.03157,0.9566666,-85.97083,-0.62272716
dtd,85,85,both_wrong,-38.56354,1.1872159,131.84521,4.161461,-85.660545,1.2686764
dtd,86,86,both_wrong,-38.48579,1.2069404,140.42027,6.4649687,-82.07655,4.9007974
dtd,87,87,both_wrong,-38.52803,1.1091484,135.9704,-3.853091,-84.8941,-5.582146
dtd,88,88,same_prediction_all,-38.57095,1.1085942,131.82176,-3.950129,-90.40465,-7.1423955
dtd,89,89,freetta_correct_tda_wrong,-38.58992,1.1651362,129.45802,1.9659725,-95.24548,1.3313634
dtd,90,90,same_prediction_all,-38.554455,1.1117266,133.082,-3.4691978,-99.184845,-4.344922
dtd,91,91,both_wrong,-38.7771,1.0587893,110.43629,-9.227579,-82.52704,-11.332997
dtd,92,92,same_prediction_all,-38.667595,1.1501056,121.90042,0.43625015,-93.212906,0.54763675
dtd,93,93,both_wrong,-38.66694,1.1088815,122.63684,-3.6870298,-100.17739,-6.2225146
dtd,94,94,both_wrong,-38.60153,1.1887972,128.43935,4.392641,-94.171715,5.6082277
dtd,95,95,same_prediction_all,-38.804104,1.1094826,107.3821,-3.6985748,-110.252235,-2.6001902
dtd,96,96,freetta_correct_tda_wrong,-38.72636,1.1296195,115.82071,-1.8287251,-90.27701,-3.2448444
dtd,97,97,both_wrong,-38.38008,1.2008436,151.43083,5.497709,-87.42735,4.023012
dtd,98,98,both_wrong,-38.412014,1.1535975,148.26979,0.9239086,-90.778854,0.36154494
dtd,99,99,both_wrong,-38.59566,1.2035537,129.85526,6.2863946,-85.06433,5.1920047
dtd,100,100,both_wrong,-38.701538,1.1697458,119.370346,2.7752264,-87.26757,2.8537223
dtd,101,101,both_wrong,-38.70802,1.2204459,118.80795,7.840783,-83.73404,7.7566295
dtd,102,102,both_wrong,-38.83666,1.178123,105.02786,3.2777402,-77.95671,2.105937
dtd,103,103,both_wrong,-38.66301,1.1050444,123.308655,-4.445348,-90.80028,-6.8711853
dtd,104,104,both_wrong,-38.37722,1.1543291,152.27379,1.1257368,-99.29428,-0.7341388
dtd,105,105,both_wrong,-38.698013,1.1409248,118.84686,-0.45373473,-88.232574,-0.95433784
dtd,106,106,same_prediction_all,-38.786266,1.1718436,109.53088,2.7328703,-98.32403,2.9216678
dtd,107,107,both_wrong,-38.62508,1.1126153,127.10451,-3.1958575,-101.73239,-5.570514
dtd,108,108,same_prediction_all,-38.694984,1.1460004,119.60787,0.10975996,-92.97695,-0.53455544
dtd,109,109,same_prediction_all,-38.646877,1.1475035,124.67582,0.26021287,-97.390564,-1.1564543
dtd,110,110,both_wrong,-38.57626,1.0721327,131.56631,-7.9071026,-78.40462,-10.911082
dtd,111,111,tda_correct_freetta_wrong,-38.805984,1.107531,107.53156,-4.3136992,-84.90882,-7.1977096
dtd,112,112,both_wrong,-38.649353,1.1967791,124.427284,5.0878096,-86.6383,3.4084709
dtd,113,113,same_prediction_all,-38.719025,1.12925,116.90504,-1.608404,-91.95938,-1.7675216
dtd,114,114,both_wrong,-38.637634,1.1631233,125.20848,1.7440088,-87.32427,1.1946144
dtd,115,115,both_wrong,-38.378426,1.1804764,152.14868,3.7104633,-85.06231,3.4666739
dtd,116,116,same_prediction_all,-38.746243,1.1505251,113.50738,0.094069615,-85.28886,-2.798813
dtd,117,117,both_wrong,-38.504406,1.1525112,138.87291,0.7686923,-93.399124,0.090274945
dtd,118,118,both_wrong,-38.81202,1.1888603,107.3818,4.37021,-86.943214,3.1983101
dtd,119,119,both_wrong,-38.60446,1.1240789,129.55057,-2.009812,-102.75377,-3.5855286
dtd,120,120,same_prediction_all,-38.815193,1.1295024,107.31403,-2.1178014,-85.581245,-4.745933
dtd,121,121,both_wrong,-38.587635,1.0819412,131.24716,-7.1142116,-94.63377,-9.636582
dtd,122,122,same_prediction_all,-38.69838,1.1556374,118.99181,0.26911113,-98.42529,-2.8214746
dtd,123,123,freetta_correct_tda_wrong,-38.64237,1.0899322,125.090096,-6.5868797,-100.559,-11.5101595
dtd,124,124,same_prediction_all,-38.71683,1.0870626,117.74695,-6.7312074,-110.67388,-11.147796
dtd,125,125,same_prediction_all,-38.734184,1.1280261,115.39526,-2.3449175,-95.612785,-3.0625079
dtd,126,126,same_prediction_all,-38.745663,1.105133,114.427895,-4.65363,-92.05227,-6.97571
dtd,127,127,same_prediction_all,-38.55778,1.0996372,134.02524,-5.527556,-103.753265,-9.866499
dtd,128,128,both_wrong,-38.551857,1.0822215,134.58348,-7.1165733,-75.57463,-10.274554
dtd,129,129,same_prediction_all,-38.66388,1.0633022,123.14674,-9.273318,-99.579,-14.760393
dtd,130,130,same_prediction_all,-38.666523,1.088881,123.52415,-6.4979014,-93.28907,-9.646492
dtd,131,131,same_prediction_all,-38.568176,1.1367551,133.13591,-1.5450343,-102.958626,-3.2395654
dtd,132,132,same_prediction_all,-38.714165,1.1057171,118.23263,-4.697602,-90.5344,-7.7191324
dtd,133,133,same_prediction_all,-38.676636,1.1118404,122.195885,-4.215739,-99.88867,-7.154399
dtd,134,134,same_prediction_all,-38.73212,1.1335521,116.54494,-1.7105924,-101.53661,-1.8403126
dtd,135,135,same_prediction_all,-38.64193,1.0726148,125.9227,-8.336824,-85.973114,-13.386589
dtd,136,136,same_prediction_all,-38.55465,1.1269041,134.1496,-2.685765,-96.45588,-5.670886
dtd,137,137,same_prediction_all,-38.683285,1.1008241,121.91079,-5.324447,-89.64715,-8.439189
dtd,138,138,same_prediction_all,-38.76231,1.1182309,112.46775,-3.3666832,-78.0279,-5.591845
dtd,139,139,same_prediction_all,-38.69235,1.1185054,120.285576,-3.5593238,-114.356125,-8.028121
dtd,140,140,same_prediction_all,-38.909683,1.1339917,98.47324,-1.6033559,-101.90642,-2.7043502
dtd,141,141,both_wrong,-38.439503,1.1049432,146.35037,-5.0174365,-89.1403,-9.479258
dtd,142,142,same_prediction_all,-38.58829,1.1153659,131.36023,-3.6946561,-93.3292,-6.159147
dtd,143,143,same_prediction_all,-38.619354,1.1420693,127.75223,-0.88374645,-94.155846,-2.4136791
dtd,144,144,same_prediction_all,-38.698162,1.1221423,118.875854,-2.8457615,-80.64135,-5.023928
dtd,145,145,same_prediction_all,-38.668945,1.1066266,122.862045,-4.6511497,-99.5807,-7.5519814
dtd,146,146,same_prediction_all,-38.70201,1.0938307,120.0893,-5.9858623,-98.09011,-9.475039
dtd,147,147,same_prediction_all,-38.777817,1.1017241,111.40079,-5.184542,-105.108025,-8.524941
dtd,148,148,same_prediction_all,-38.57768,1.1111804,131.6438,-4.26491,-109.485435,-7.591877
dtd,149,149,same_prediction_all,-38.730175,1.1175947,116.95255,-3.6150131,-116.46772,-7.007731
dtd,150,150,same_prediction_all,-38.70921,1.0964204,119.29133,-5.6935105,-95.883835,-9.028624
dtd,151,151,same_prediction_all,-38.770275,1.106235,112.833534,-4.368448,-101.70308,-5.279714
dtd,152,152,both_wrong,-38.655785,1.0769197,124.45882,-7.9279065,-91.49464,-13.4096575
dtd,153,153,same_prediction_all,-38.841892,1.1363859,105.14693,-1.4695053,-118.68531,-2.5215688
dtd,154,154,same_prediction_all,-38.690468,1.1114342,120.750336,-4.117385,-105.576775,-6.6497703
dtd,155,155,both_wrong,-38.80304,1.0861155,109.00915,-6.810322,-99.61735,-11.166026
dtd,156,156,same_prediction_all,-38.683567,1.0894572,122.04238,-6.5716395,-103.9359,-11.367232
dtd,157,157,same_prediction_all,-38.67545,1.0960879,121.4458,-5.674819,-90.06198,-9.9122715
dtd,158,158,both_wrong,-38.74425,1.0886326,115.5245,-6.869583,-93.9054,-10.747276
dtd,159,159,same_prediction_all,-38.865833,1.0949904,103.28388,-6.029911,-95.211784,-10.158871
dtd,160,160,both_wrong,-38.459553,1.1456271,144.02174,-1.1278003,-89.87218,-3.9887583
dtd,161,161,both_wrong,-38.61252,1.1596,129.10667,1.1143125,-99.87814,0.14727658
dtd,162,162,both_wrong,-38.604996,1.0993481,129.36525,-5.8629107,-83.02153,-10.893284
dtd,163,163,both_wrong,-38.69197,1.1974078,120.79598,5.2049985,-78.10272,4.4221706
dtd,164,164,both_wrong,-38.649353,1.0945855,124.77784,-5.9349217,-83.41541,-10.323299
dtd,165,165,both_wrong,-38.785,1.0913143,110.81837,-6.43037,-90.65851,-12.168575
dtd,166,166,both_wrong,-38.601765,1.1468289,129.37834,-0.88551944,-86.95137,-4.2511415
dtd,167,167,both_wrong,-38.760994,1.0839615,113.792175,-7.5171733,-93.540245,-12.570777
dtd,168,168,both_wrong,-38.574715,1.1889578,133.27734,3.8885217,-79.40722,3.1308374
dtd,169,169,both_wrong,-38.488033,1.0810304,141.96034,-7.7351427,-81.79013,-11.079162
dtd,170,170,both_wrong,-38.739563,1.1843715,115.1151,4.00789,-76.89881,4.0310526
dtd,171,171,both_wrong,-38.8349,1.1631737,107.05381,1.1394491,-85.23777,-0.089962095
dtd,172,172,both_wrong,-38.59343,1.0712206,130.53459,-8.7199545,-88.740234,-14.390411
dtd,173,173,both_wrong,-38.550373,1.1676837,135.9297,2.0354323,-82.82993,1.1413965
dtd,174,174,both_wrong,-38.82519,1.1559417,108.05038,0.74031514,-79.157005,-0.3600459
dtd,175,175,both_wrong,-38.46794,1.1081707,144.8436,-4.293291,-80.03081,-6.359483
dtd,176,176,freetta_correct_tda_wrong,-38.605473,1.0887052,129.70271,-6.6324105,-78.13188,-10.468413
dtd,177,177,both_wrong,-38.84067,1.1303662,105.939,-1.9998441,-74.8039,-3.1313453
dtd,178,178,same_prediction_all,-38.971146,1.1050328,92.16468,-4.9708514,-77.11617,-8.273531
dtd,179,179,both_wrong,-38.779068,1.1992848,112.575584,5.5426464,-77.85766,4.627186
dtd,180,180,both_wrong,-38.507324,1.1758114,141.02284,3.4669387,-89.381325,2.7271516
dtd,181,181,both_wrong,-38.63655,1.1904254,127.10276,4.6128197,-78.11547,2.322139
dtd,182,182,both_wrong,-38.500088,1.1321827,141.11783,-2.0368845,-95.79263,-6.721352
dtd,183,183,both_wrong,-38.68769,1.0699106,120.586334,-8.111453,-81.02579,-12.815682
dtd,184,184,both_wrong,-38.748047,1.1417778,115.868576,-0.8089163,-88.96164,-4.3081536
dtd,185,185,freetta_correct_tda_wrong,-38.74462,1.1152596,115.9949,-3.7656791,-80.2298,-8.303232
dtd,186,186,both_wrong,-38.80085,1.1403102,110.45271,-0.85146505,-84.53436,-2.5798604
dtd,187,187,both_wrong,-38.61986,1.1153965,129.4841,-3.5054123,-75.312195,-6.612873
dtd,188,188,both_wrong,-38.89552,1.1391025,100.82185,-1.192084,-88.40954,-4.368123
dtd,189,189,freetta_correct_tda_wrong,-38.90784,1.0983069,99.49208,-5.5992446,-80.73847,-9.885965
dtd,190,190,both_wrong,-38.412594,1.0942311,151.32016,-5.8913755,-81.85138,-8.738523
dtd,191,191,both_wrong,-38.75017,1.0967466,115.470314,-5.951825,-86.15991,-10.865898
dtd,192,192,both_wrong,-38.543423,1.1052268,138.34692,-4.6533537,-77.752594,-7.744541
dtd,193,193,both_wrong,-38.889893,1.1055055,101.733185,-5.2424316,-81.6372,-10.12292
dtd,194,194,both_wrong,-38.846115,1.0530107,105.73697,-10.577476,-93.202545,-16.99196
dtd,195,195,both_wrong,-38.779766,1.182291,113.54241,3.928991,-95.07428,3.2102642
dtd,196,196,both_wrong,-38.673016,1.0967219,124.110535,-5.4224496,-80.659134,-8.579808
dtd,197,197,both_wrong,-38.779495,1.1669714,113.38173,2.1440206,-81.698326,1.9459147
dtd,198,198,freetta_correct_tda_wrong,-38.753708,1.0797967,116.27109,-7.401914,-78.91622,-11.14902
dtd,199,199,freetta_correct_tda_wrong,-38.95227,1.0990863,95.75777,-5.7122965,-82.793274,-10.385785
dtd,200,200,same_prediction_all,-38.60728,1.2201517,130.72218,8.39083,-97.796745,9.490399
dtd,201,201,same_prediction_all,-38.5825,1.2227944,132.63503,9.261171,-93.80423,11.701979
dtd,202,202,same_prediction_all,-38.63578,1.2382251,127.713875,11.258984,-109.32114,13.257864
dtd,203,203,same_prediction_all,-38.66034,1.2230494,125.78482,9.448094,-102.74167,10.835293
dtd,204,204,both_wrong,-38.695873,1.2080803,122.78389,8.469777,-96.3474,9.409625
dtd,205,205,same_prediction_all,-38.67557,1.2414573,124.324615,11.910048,-126.98464,13.424323
dtd,206,206,same_prediction_all,-38.862213,1.2321036,103.86978,10.041847,-105.42064,11.912589
dtd,207,207,same_prediction_all,-38.628265,1.2537571,128.30592,12.874098,-115.29418,16.057394
dtd,208,208,same_prediction_all,-38.558968,1.2487142,136.47638,12.393819,-107.330925,12.877224
dtd,209,209,same_prediction_all,-38.723335,1.2338927,119.75044,10.826887,-108.48974,11.142688
dtd,210,210,same_prediction_all,-38.887,1.2021114,102.37414,7.0198083,-89.435715,8.202732
dtd,211,211,same_prediction_all,-38.731808,1.2425712,118.62705,11.924876,-124.17705,13.881053
dtd,212,212,same_prediction_all,-38.58237,1.2469553,133.87923,12.2165365,-119.3619,12.817978
dtd,213,213,same_prediction_all,-38.57329,1.2054054,135.52061,7.3060493,-96.511154,5.908917
dtd,214,214,same_prediction_all,-38.68663,1.2507432,123.80751,12.786735,-128.29686,13.349157
dtd,215,215,same_prediction_all,-38.727005,1.2230327,119.534035,9.494329,-109.19464,9.21916
dtd,216,216,same_prediction_all,-38.520607,1.2471359,140.11401,12.150138,-120.74075,13.57244
dtd,217,217,same_prediction_all,-38.704994,1.226755,121.84235,9.657101,-108.54419,9.87671
dtd,218,218,same_prediction_all,-38.699768,1.2562475,121.56245,13.136926,-120.8378,15.466451
dtd,219,219,same_prediction_all,-38.687435,1.2391176,123.18316,11.159441,-108.606705,12.165419
dtd,220,220,same_prediction_all,-38.737434,1.2424455,118.16133,11.84922,-124.726234,12.665275
dtd,221,221,same_prediction_all,-38.69725,1.1992875,122.01846,6.6092215,-98.36863,6.5347447
dtd,222,222,same_prediction_all,-38.51663,1.240548,140.96361,11.256418,-104.81424,11.235865
dtd,223,223,same_prediction_all,-38.832245,1.1980082,108.61389,6.7413197,-78.64138,6.835642
dtd,224,224,same_prediction_all,-38.7103,1.2337484,120.72766,10.44451,-97.30639,11.566008
dtd,225,225,same_prediction_all,-38.686527,1.2166921,122.16352,8.360985,-84.08706,8.619463
dtd,226,226,same_prediction_all,-38.570198,1.2587152,134.65019,13.206349,-130.3176,15.611825
dtd,227,227,both_wrong,-38.53376,1.2090178,138.67892,8.000803,-83.38838,9.349738
dtd,228,228,same_prediction_all,-38.5859,1.1966764,134.19717,6.7091165,-75.19394,6.624139
dtd,229,229,same_prediction_all,-38.7023,1.2241229,121.146904,9.533493,-103.60101,9.974693
dtd,230,230,same_prediction_all,-38.77964,1.2065163,111.92759,7.148522,-100.74293,8.764192
dtd,231,231,same_prediction_all,-38.80773,1.2073948,111.1694,7.854982,-98.13282,8.140086
dtd,232,232,same_prediction_all,-38.529648,1.2582291,139.7358,13.362255,-117.205986,14.578651
dtd,233,233,same_prediction_all,-38.763157,1.2380588,115.33329,11.073817,-113.39319,13.170097
dtd,234,234,same_prediction_all,-38.56944,1.2348473,135.4204,10.900934,-106.57579,11.808115
dtd,235,235,same_prediction_all,-38.635567,1.2395248,128.77586,11.5675745,-122.64514,12.969888
dtd,236,236,same_prediction_all,-38.666496,1.2098069,125.37077,7.966129,-85.690155,7.788435
dtd,237,237,same_prediction_all,-38.703724,1.2284852,121.8106,9.959892,-88.16369,10.279032
dtd,238,238,same_prediction_all,-38.75393,1.2309153,115.83347,10.075229,-97.07565,11.811372
dtd,239,239,same_prediction_all,-38.64873,1.1907114,127.15411,5.9111605,-80.55844,5.6069064
dtd,240,240,same_prediction_all,-38.629074,1.1276572,128.88074,-1.5291102,-89.30525,-4.711956
dtd,241,241,same_prediction_all,-38.687805,1.1324596,122.280174,-1.1369988,-111.6747,-2.8167884
dtd,242,242,same_prediction_all,-38.539112,1.1397262,138.16405,-0.60870475,-80.373955,-3.6566556
dtd,243,243,same_prediction_all,-38.583767,1.122985,134.07002,-2.3758407,-110.32713,-6.090705
dtd,244,244,same_prediction_all,-38.48399,1.144018,144.08398,0.040094692,-99.734505,-3.219372
dtd,245,245,same_prediction_all,-38.679592,1.1561533,123.962364,1.5625713,-95.36347,0.23814727
dtd,246,246,tda_correct_freetta_wrong,-38.956966,1.119569,94.39535,-2.3399642,-79.689835,-4.062616
dtd,247,247,same_prediction_all,-38.480133,1.1373369,143.55586,-0.36292076,-92.68049,-1.3740612
dtd,248,248,same_prediction_all,-38.57508,1.1296076,134.9023,-1.6335819,-102.70604,-5.4460196
dtd,249,249,same_prediction_all,-38.565216,1.1286963,135.95082,-1.7642198,-108.141014,-5.2977657
dtd,250,250,same_prediction_all,-38.65672,1.0908657,126.3188,-5.7292657,-113.65988,-9.964189
dtd,251,251,same_prediction_all,-38.55146,1.1508182,137.32832,0.9287159,-107.67329,-1.1401324
dtd,252,252,same_prediction_all,-38.599907,1.1228479,132.41441,-2.3284726,-115.32604,-6.0993114
dtd,253,253,same_prediction_all,-38.65028,1.1154114,125.64599,-3.0889452,-93.67791,-7.124059
dtd,254,254,same_prediction_all,-38.557713,1.1652544,136.47997,2.7296705,-101.54539,2.4489465
dtd,255,255,same_prediction_all,-38.562458,1.1348319,135.08997,-1.1728017,-120.55094,-4.022395
dtd,256,256,same_prediction_all,-38.635456,1.1294042,128.70132,-1.4864115,-108.9059,-4.9755416
dtd,257,257,same_prediction_all,-38.701855,1.1438016,121.14135,0.025685227,-110.30158,-2.0891175
dtd,258,258,freetta_correct_tda_wrong,-38.988533,1.1565576,91.09709,1.0664042,-91.14275,-2.1736946
dtd,259,259,same_prediction_all,-38.718086,1.1414491,119.67531,-0.5003543,-126.63584,-2.77186
dtd,260,260,same_prediction_all,-38.481537,1.13318,144.52325,-0.7707376,-79.976875,-3.9155767
dtd,261,261,both_wrong,-38.58538,1.1254431,134.42175,-1.9587923,-79.925865,-6.07998
dtd,262,262,same_prediction_all,-38.635235,1.1139604,128.34358,-3.4277847,-121.08076,-6.7309003
dtd,263,263,same_prediction_all,-38.5519,1.1451201,137.61995,0.6050093,-89.80265,-0.45479396
dtd,264,264,same_prediction_all,-38.62335,1.1324664,129.91624,-1.2562704,-98.422325,-4.8289533
dtd,265,265,same_prediction_all,-38.605175,1.1744628,131.62682,3.5103881,-90.89055,2.521835
dtd,266,266,same_prediction_all,-38.681892,1.1057516,124.13457,-4.1202035,-118.18993,-8.269123
dtd,267,267,same_prediction_all,-38.6924,1.1149147,123.20667,-3.186709,-117.00712,-7.031225
dtd,268,268,same_prediction_all,-38.73344,1.1323408,118.758095,-1.3468134,-119.69849,-4.841236
dtd,269,269,same_prediction_all,-38.677467,1.1466587,124.65359,0.57069546,-112.102066,-0.46891516
dtd,270,270,same_prediction_all,-38.789684,1.128975,112.38632,-1.7034011,-113.064926,-3.9106557
dtd,271,271,same_prediction_all,-38.68552,1.1149272,123.847015,-3.2131135,-118.091934,-6.8891625
dtd,272,272,same_prediction_all,-38.69511,1.1223043,122.99976,-2.3563995,-114.20001,-5.798985
dtd,273,273,same_prediction_all,-38.655327,1.1277685,126.526,-2.0790517,-111.57509,-6.9196997
dtd,274,274,same_prediction_all,-38.485485,1.0785831,142.69019,-7.1981535,-107.48821,-12.370982
