dataset,sample_index,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_margin,tda_pred,tda_correct,tda_changed_prediction,tda_beneficial_flip,tda_harmful_flip,tda_input_confidence,tda_input_entropy,tda_norm_entropy_scaled,tda_final_confidence,tda_final_entropy,tda_true_class_prob,tda_final_margin,tda_entropy_drop,tda_positive_cache_size,tda_negative_cache_size,tda_negative_gate_open,tda_fallback_used,freetta_pred,freetta_correct,freetta_changed_prediction,freetta_beneficial_flip,freetta_harmful_flip,freetta_input_confidence,freetta_input_entropy,freetta_final_confidence,freetta_final_entropy,freetta_true_class_prob,freetta_final_margin,freetta_entropy_drop,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy
dtd,12,12,0,39,0,0.02205120399594307,3.850034236907959,0.0028059780597686768,22,0,1,0,0,0.24010206758975983,2.766051769256592,0.7184274618531609,0.6226416230201721,0.9565656185150146,0.0068305255845189095,0.6389083862304688,1.8094861507415771,7,5,0,0,22,0,1,0,0,0.02205120399594307,3.850034236907959,0.022116925567388535,3.8500027656555176,0.021587319672107697,0.00392603874206543,3.147125244140625e-05,0.00045279620098881423,0.0004341395397204906,0.00509480619803071,3.850147247314453
dtd,13,13,0,39,0,0.022516941651701927,3.849928855895996,0.016352206468582153,39,0,0,0,0,0.5887987613677979,1.7445803880691528,0.4531203913570198,0.8241347670555115,0.5629281997680664,0.005578762851655483,1.6447067260742188,1.1816521883010864,7,5,1,0,39,0,0,0,0,0.022516941651701927,3.849928855895996,0.022578876465559006,3.8498620986938477,0.02197069674730301,0.01193380355834961,6.67572021484375e-05,0.00045289163244888186,0.00043290710891596973,0.00548987090587616,3.850147247314453
dtd,14,14,0,39,0,0.021995829418301582,3.8500289916992188,0.004098832607269287,39,0,0,0,0,0.19141611456871033,2.8875551223754883,0.749985564473676,0.5045903921127319,1.0788795948028564,0.003761125262826681,0.157562255859375,1.8086755275726318,7,5,0,0,46,0,1,0,0,0.021995829418301582,3.8500289916992188,0.022019026800990105,3.8500046730041504,0.021422220394015312,0.00010156631469726562,2.4318695068359375e-05,0.0004528009449131787,0.0004343107284512371,0.005885872058570385,3.850147247314453
dtd,15,15,0,39,0,0.022905759513378143,3.8498928546905518,0.03179401159286499,39,0,0,0,0,0.8699806928634644,0.7046037912368774,0.1830069556096823,0.9860403537750244,0.08321396261453629,0.0006039537256583571,4.396215438842773,0.6213898286223412,7,5,0,0,39,0,0,0,0,0.022905759513378143,3.8498928546905518,0.02304867096245289,3.849823236465454,0.022062215954065323,0.030518293380737305,6.961822509765625e-05,0.0004529242287389934,0.0004351578827481717,0.00626876438036561,3.8501474857330322
dtd,16,16,0,39,0,0.022615421563386917,3.849966287612915,0.022333741188049316,39,0,0,0,0,0.7113705277442932,1.3215919733047485,0.3432574825748909,0.8794211149215698,0.42184117436408997,0.0013108915882185102,2.061767578125,0.8997507989406586,7,5,1,0,39,0,0,0,0,0.022615421563386917,3.849966287612915,0.022696733474731445,3.8499248027801514,0.021711230278015137,0.019067764282226562,4.1484832763671875e-05,0.00045285772648639977,0.0004335454723332077,0.006666190922260284,3.8501474857330322
dtd,17,17,0,39,0,0.022200489416718483,3.8499794006347656,0.007247626781463623,39,0,0,0,0,0.31231775879859924,2.510684013366699,0.6521007174508242,0.7090861201286316,0.8920000791549683,0.005541227757930756,1.0951366424560547,1.618683934211731,7,5,0,0,39,0,0,0,0,0.022200489416718483,3.8499794006347656,0.022201696410775185,3.8499350547790527,0.021649852395057678,0.0001380443572998047,4.4345855712890625e-05,0.0004528458521235734,0.0004344538028817624,0.007042123470455408,3.8501474857330322
dtd,18,18,0,30,0,0.022541843354701996,3.8499529361724854,0.017389744520187378,30,0,0,0,0,0.641975998878479,1.5713894367218018,0.4081374532300691,0.641977071762085,1.5713865756988525,0.002206196542829275,1.7389812469482422,2.86102294921875e-06,8,6,1,1,30,0,0,0,0,0.022541843354701996,3.8499529361724854,0.022620107978582382,3.8499083518981934,0.0211466196924448,0.021216392517089844,4.458427429199219e-05,0.00045286983367986977,0.0004337650316301733,0.007422998547554016,3.850147247314453
dtd,19,19,0,39,0,0.0229225791990757,3.8499059677124023,0.03357726335525513,39,0,0,0,0,0.8930519819259644,0.6110354661941528,0.1587044262725821,0.9925097227096558,0.04860301315784454,0.00018199697660747916,4.9938812255859375,0.5624324530363083,8,6,0,0,39,0,0,0,0,0.0229225791990757,3.8499059677124023,0.023057037964463234,3.849839687347412,0.02190772444009781,0.03215742111206055,6.628036499023438e-05,0.0004529123834799975,0.00043226484558545053,0.00782246794551611,3.8501474857330322
dtd,20,20,0,39,0,0.022103259339928627,3.8500256538391113,0.004774510860443115,39,0,0,0,0,0.2678069770336151,2.636955738067627,0.68489731066321,0.7212247252464294,1.3128893375396729,0.008150464855134487,2.1983280181884766,1.324066400527954,8,6,0,0,45,0,1,0,0,0.022103259339928627,3.8500256538391113,0.022144122049212456,3.849984645843506,0.021384045481681824,0.001947641372680664,4.100799560546875e-05,0.0004528039717115462,0.0004310579679440707,0.008158501237630844,3.8501477241516113
dtd,21,21,0,39,0,0.022518880665302277,3.8500170707702637,0.02575308084487915,39,0,0,0,0,0.7338871955871582,1.3605023622512817,0.35336368965361464,0.9054849147796631,0.43949398398399353,0.0021079080179333687,2.556375503540039,0.9210083782672882,8,6,1,0,39,0,0,0,0,0.022518880665302277,3.8500170707702637,0.022592000663280487,3.8499794006347656,0.02151857689023018,0.02353191375732422,3.7670135498046875e-05,0.0004528117133304477,0.0004338085709605366,0.008509664796292782,3.8501477241516113
dtd,22,22,0,39,0,0.022399749606847763,3.850040912628174,0.02198854088783264,39,0,0,0,0,0.6441193222999573,1.720085859298706,0.4467584199979043,0.8386745452880859,0.6583304405212402,0.0018715410260483623,1.939828872680664,1.0617554187774658,8,6,1,0,39,0,0,0,0,0.022399749606847763,3.850040912628174,0.022449960932135582,3.8500146865844727,0.021314140409231186,0.019027233123779297,2.6226043701171875e-05,0.0004527901182882488,0.000433976820204407,0.00886168610304594,3.8501477241516113
dtd,23,23,0,39,0,0.022115416824817657,3.8500630855560303,0.008975505828857422,39,0,0,0,0,0.34886521100997925,2.6334567070007324,0.6839885062668953,0.746709942817688,1.0427367687225342,0.01931058242917061,1.63336181640625,1.5907199382781982,8,6,0,0,39,0,0,0,0,0.022115416824817657,3.8500630855560303,0.02210734225809574,3.850048542022705,0.02167913131415844,0.006157636642456055,1.4543533325195312e-05,0.0004527700657490641,0.00042927739559672773,0.009233199059963226,3.8501479625701904
dtd,24,24,0,39,0,0.022757751867175102,3.849975347518921,0.029763609170913696,39,0,0,0,0,0.859000563621521,0.7797143459320068,0.2025154426769752,0.9797354936599731,0.11727485060691833,0.000376568001229316,4.050586700439453,0.6624394953250885,8,6,1,0,39,0,0,0,0,0.022757751867175102,3.849975347518921,0.022876014932990074,3.849924087524414,0.02157961018383503,0.02814626693725586,5.125999450683594e-05,0.00045284951920621097,0.00043087854282930493,0.009596903808414936,3.8501477241516113
dtd,25,25,0,39,0,0.022478029131889343,3.8500192165374756,0.02003169059753418,39,0,0,0,0,0.6807920336723328,1.5194029808044434,0.39463499532578816,0.9407697916030884,0.3287123441696167,0.001729578827507794,3.2821197509765625,1.1906906366348267,8,6,1,0,39,0,0,0,0,0.022478029131889343,3.8500192165374756,0.022534914314746857,3.849985122680664,0.021495448425412178,0.02358388900756836,3.409385681152344e-05,0.000452809821581468,0.00043231164454482496,0.009969484992325306,3.8501479625701904
dtd,26,26,0,39,0,0.02232600748538971,3.850036382675171,0.025680601596832275,39,0,0,0,0,0.6036151647567749,1.9788591861724854,0.513969694380955,0.9163587093353271,0.45458781719207764,0.004153828136622906,2.909120559692383,1.5242713689804077,8,6,0,0,39,0,0,0,0,0.02232600748538971,3.850036382675171,0.02236033044755459,3.850004196166992,0.02154550701379776,0.023347139358520508,3.218650817871094e-05,0.00045279425103217363,0.00043109635589644313,0.010327024385333061,3.8501479625701904
dtd,27,27,0,39,0,0.022298308089375496,3.8500077724456787,0.013134986162185669,39,0,0,0,0,0.4433978796005249,2.1988492012023926,0.5711077674595553,0.8137719631195068,0.6975007057189941,0.006554406136274338,1.7333145141601562,1.5013484954833984,8,6,0,0,39,0,0,0,0,0.022298308089375496,3.8500077724456787,0.022323643788695335,3.849963903427124,0.021693352609872818,0.008171796798706055,4.38690185546875e-05,0.0004528201825451106,0.000429256702773273,0.010697934776544571,3.8501479625701904
dtd,28,28,0,39,0,0.02285594679415226,3.8499646186828613,0.03695836663246155,39,0,0,0,0,0.8972770571708679,0.6005651950836182,0.15598497959321733,0.9896028637886047,0.07306025922298431,0.0009125437936745584,4.949705123901367,0.5275049358606339,8,6,0,0,39,0,0,0,0,0.02285594679415226,3.8499646186828613,0.0229928158223629,3.8499159812927246,0.021896369755268097,0.037303924560546875,4.863739013671875e-05,0.0004528592398855835,0.00043304392602294683,0.011052554473280907,3.8501477241516113
dtd,29,29,0,20,0,0.02192757837474346,3.8500308990478516,0.007879912853240967,20,0,0,0,0,0.16827146708965302,3.1352884769439697,0.8143294235138983,0.3885478675365448,2.076570510864258,0.0312533900141716,0.6491775512695312,1.058717966079712,9,6,0,0,20,0,0,0,0,0.02192757837474346,3.8500308990478516,0.0220358744263649,3.849966049194336,0.02152281068265438,0.007885217666625977,6.4849853515625e-05,0.00045279922778718174,0.0004307404742576182,0.011402484029531479,3.8501479625701904
dtd,30,30,0,39,0,0.022333834320306778,3.850003957748413,0.01634204387664795,39,0,0,0,0,0.4683239758014679,2.1368408203125,0.5550023119538102,0.790695309638977,0.8466788530349731,0.005364002659916878,1.8212547302246094,1.2901619672775269,9,6,0,0,39,0,0,0,0,0.022333834320306778,3.850003957748413,0.02236117050051689,3.849970579147339,0.02153480239212513,0.014366388320922852,3.337860107421875e-05,0.0004528236167971045,0.0004295766120776534,0.011773582547903061,3.8501477241516113
dtd,31,31,0,39,0,0.022685647010803223,3.849970817565918,0.02338552474975586,39,0,0,0,0,0.7952749729156494,1.0141522884368896,0.26340608032441404,0.953058660030365,0.24663802981376648,0.0015277408529073,3.3078575134277344,0.7675142586231232,9,6,1,0,39,0,0,0,0,0.022685647010803223,3.849970817565918,0.02277808077633381,3.8499250411987305,0.021654900163412094,0.027433395385742188,4.57763671875e-05,0.00045285362284630537,0.00042951744399033487,0.012155692093074322,3.8501477241516113
dtd,32,32,0,39,0,0.022250846028327942,3.8500561714172363,0.023334980010986328,39,0,0,0,0,0.5166444778442383,2.2486765384674072,0.5840494368238373,0.8713116645812988,0.6831576824188232,0.007048059720546007,2.6598472595214844,1.565518856048584,9,6,0,0,39,0,0,0,0,0.022250846028327942,3.8500561714172363,0.02226896770298481,3.850031614303589,0.021537600085139275,0.021148681640625,2.4557113647460938e-05,0.0004527763230726123,0.0004302023444324732,0.01251589972525835,3.8501477241516113
dtd,33,33,0,39,0,0.022487763315439224,3.8499703407287598,0.01952493190765381,39,0,0,0,0,0.6248852014541626,1.658390760421753,0.43073433332404504,0.8569974303245544,0.6043174862861633,0.01731078326702118,2.16314697265625,1.0540732741355896,9,6,1,0,39,0,0,0,0,0.022487763315439224,3.8499703407287598,0.022547192871570587,3.8499159812927246,0.022010359913110733,0.021921873092651367,5.435943603515625e-05,0.0004528540885075927,0.00042808055877685547,0.012878254987299442,3.8501477241516113
dtd,34,34,0,39,0,0.022779203951358795,3.8499631881713867,0.03578752279281616,39,0,0,0,0,0.8805872797966003,0.706174373626709,0.1834148834483797,0.9755632877349854,0.14837712049484253,0.000850750831887126,4.002616882324219,0.5577972531318665,9,6,0,0,39,0,0,0,0,0.022779203951358795,3.8499631881713867,0.022894032299518585,3.8499016761779785,0.021650707349181175,0.03492569923400879,6.151199340820312e-05,0.0004528605495579541,0.00042775378096848726,0.013254121877253056,3.8501477241516113
dtd,35,35,0,39,0,0.022773239761590958,3.849985361099243,0.03465396165847778,39,0,0,0,0,0.8848929405212402,0.6820886135101318,0.17715908169525227,0.9926047325134277,0.05359942093491554,0.0002442809927742928,5.207620620727539,0.6284891925752163,9,6,0,0,39,0,0,0,0,0.022773239761590958,3.849985361099243,0.022879889234900475,3.8499412536621094,0.02161913551390171,0.03325319290161133,4.410743713378906e-05,0.0004528404679149389,0.00043229764560237527,0.013627433218061924,3.8501477241516113
dtd,36,36,0,39,0,0.02262190915644169,3.850008010864258,0.030904382467269897,39,0,0,0,0,0.8159944415092468,1.0224741697311401,0.2655675250676115,0.9841066598892212,0.11079974472522736,0.0005963722360320389,4.640689849853516,0.9116744250059128,9,6,1,0,39,0,0,0,0,0.02262190915644169,3.850008010864258,0.02269733138382435,3.849975824356079,0.02152671478688717,0.03408694267272949,3.218650817871094e-05,0.00045281994971446693,0.00043031020322814584,0.014012923464179039,3.8501474857330322
dtd,37,37,0,39,0,0.02292732708156109,3.8498761653900146,0.034730762243270874,39,0,0,0,0,0.8804010152816772,0.6661670207977295,0.17302376160899618,0.9875680208206177,0.07810290157794952,0.0003413595841266215,4.564197540283203,0.58806411921978,9,6,0,0,39,0,0,0,0,0.02292732708156109,3.8498761653900146,0.023049606010317802,3.8498029708862305,0.021805889904499054,0.03284907341003418,7.319450378417969e-05,0.0004529393627308309,0.0004307931230869144,0.014399277977645397,3.850147247314453
dtd,38,38,0,39,0,0.02253703959286213,3.8499670028686523,0.02260690927505493,39,0,0,0,0,0.6723271012306213,1.5337461233139038,0.3983603440638703,0.9158362150192261,0.38897424936294556,0.003382072551175952,2.655698776245117,1.1447718739509583,9,6,1,0,39,0,0,0,0,0.02253703959286213,3.8499670028686523,0.022591104730963707,3.849916934967041,0.021700702607631683,0.018679141998291016,5.0067901611328125e-05,0.00045285705709829926,0.000429689884185791,0.014773828908801079,3.850147247314453
dtd,39,39,0,39,0,0.0224005039781332,3.84999942779541,0.018358707427978516,39,0,0,0,0,0.5794216990470886,1.877447485923767,0.4876300028315515,0.8862016797065735,0.5368959903717041,0.0032960204407572746,2.4636497497558594,1.340551495552063,9,6,1,0,39,0,0,0,0,0.0224005039781332,3.84999942779541,0.02242763340473175,3.8499579429626465,0.021489284932613373,0.01698446273803711,4.1484832763671875e-05,0.0004528276913333684,0.000429961655754596,0.015149567276239395,3.850147247314453
dtd,40,40,1,37,0,0.021909033879637718,3.8499808311462402,0.0011749863624572754,37,0,0,0,0,0.11340279877185822,3.0285112857818604,0.7865961513882571,0.46481725573539734,2.325883388519287,0.02179110236465931,2.081441879272461,0.7026278972625732,10,6,0,0,34,0,1,0,0,0.021909033879637718,3.8499808311462402,0.022048989310860634,3.849874973297119,0.021839376538991928,0.0015778541564941406,0.00010585784912109375,0.0004528445715550333,0.0004282062000129372,0.015458877198398113,3.850147008895874
dtd,41,41,1,23,0,0.022103862836956978,3.8499958515167236,0.007290005683898926,23,0,0,0,0,0.26581767201423645,2.7870054244995117,0.7238697610610181,0.6804351210594177,1.5461421012878418,0.012497404590249062,2.223236083984375,1.24086332321167,11,6,0,0,23,0,0,0,0,0.022103862836956978,3.8499958515167236,0.02219732291996479,3.8498988151550293,0.02183614857494831,0.003008604049682617,9.703636169433594e-05,0.0004528309509623796,0.0004259180568624288,0.0157942995429039,3.850146770477295
dtd,42,42,1,3,0,0.021922528743743896,3.85006046295166,0.010199934244155884,3,0,0,0,0,0.2086685448884964,3.2281668186187744,0.8384527432623547,0.5826789140701294,2.0025484561920166,0.006324840243905783,1.748819351196289,1.2256183624267578,12,6,0,0,3,0,0,0,0,0.021922528743743896,3.85006046295166,0.0220931563526392,3.8499855995178223,0.02149147167801857,0.01125478744506836,7.486343383789062e-05,0.0004527724231593311,0.00042835832573473454,0.0161430761218071,3.850147008895874
dtd,43,43,1,37,0,0.021785881370306015,3.85007381439209,0.002443671226501465,37,0,0,0,0,0.11688312143087387,3.289841651916504,0.8544715663511985,0.6448378562927246,1.793761968612671,0.002919844351708889,2.3809814453125,1.496079683303833,13,6,0,0,12,0,1,0,0,0.021785881370306015,3.85007381439209,0.02189011313021183,3.8500218391418457,0.021338071674108505,0.0003895759582519531,5.1975250244140625e-05,0.00045276034506969154,0.000428359373472631,0.016492167487740517,3.850146770477295
dtd,44,44,1,22,0,0.021886400878429413,3.8500123023986816,0.0043776631355285645,22,0,0,0,0,0.13815753161907196,3.1676316261291504,0.8227299194249681,0.7315443158149719,1.4543559551239014,0.011033650487661362,3.401805877685547,1.713275671005249,13,6,0,0,22,0,0,0,0,0.021886400878429413,3.8500123023986816,0.022001923993229866,3.849935531616211,0.021761849522590637,0.00512385368347168,7.677078247070312e-05,0.00045281604980118573,0.00043035653652623296,0.01677347905933857,3.850147247314453
dtd,45,45,1,34,0,0.02190282754600048,3.850058078765869,0.008063703775405884,34,0,0,0,0,0.1829657256603241,3.2110471725463867,0.8340062524148911,0.4613170623779297,2.2404890060424805,0.021155579015612602,1.3773345947265625,0.9705581665039062,14,6,0,0,34,0,0,0,0,0.02190282754600048,3.850058078765869,0.022086814045906067,3.850001335144043,0.021843483671545982,0.011078119277954102,5.6743621826171875e-05,0.00045277460594661534,0.00042437389492988586,0.017134420573711395,3.850147008895874
dtd,46,46,1,24,0,0.021868258714675903,3.8500351905822754,0.0009876787662506104,24,0,0,0,0,0.1294815093278885,3.121973991394043,0.8108712481587474,0.3615826666355133,2.331789970397949,0.009076248854398727,0.6290855407714844,0.7901840209960938,15,6,0,0,24,0,0,0,0,0.021868258714675903,3.8500351905822754,0.022071238607168198,3.8499627113342285,0.02163548767566681,0.0033652782440185547,7.2479248046875e-05,0.00045279532787390053,0.00043036817805841565,0.017434239387512207,3.850147247314453
dtd,47,47,1,37,0,0.021721016615629196,3.850090503692627,0.0023955702781677246,37,0,0,0,0,0.10407858341932297,3.4449377059936523,0.8947547113423832,0.7735843062400818,1.2262110710144043,0.01189018227159977,2.824169158935547,2.218726634979248,16,6,0,0,1,1,1,1,0,0.021721016615629196,3.850090503692627,0.02184418961405754,3.8500421047210693,0.02184418961405754,0.0024755001068115234,4.839897155761719e-05,0.0004527452401816845,0.0004257237014826387,0.017790552228689194,3.850147247314453
dtd,48,48,1,31,0,0.02210548147559166,3.8499956130981445,0.0054295361042022705,31,0,0,0,0,0.2461361140012741,2.6882619857788086,0.6982230978845606,0.6096360087394714,1.731989860534668,0.003975449129939079,1.7867088317871094,0.9562721252441406,17,7,0,0,31,0,0,0,0,0.02210548147559166,3.8499956130981445,0.02232883870601654,3.8499107360839844,0.021558161824941635,0.00928187370300293,8.487701416015625e-05,0.00045283118379302323,0.0004247531178407371,0.01812306046485901,3.850147008895874
dtd,49,49,1,34,0,0.02188306674361229,3.850065231323242,0.001953303813934326,34,0,0,0,0,0.16535936295986176,3.161187171936035,0.8210560993900549,0.597458004951477,1.632556676864624,0.005663781426846981,1.4624996185302734,1.5286304950714111,18,7,0,0,34,0,0,0,0,0.02188306674361229,3.850065231323242,0.02206108160316944,3.8500075340270996,0.02169003337621689,0.0024700164794921875,5.7697296142578125e-05,0.00045276814489625394,0.00042603258043527603,0.018489360809326172,3.850147008895874
dtd,50,50,1,31,0,0.022006157785654068,3.850010633468628,0.0066609978675842285,31,0,0,0,0,0.20650263130664825,3.013089656829834,0.7825906870405587,0.7832529544830322,1.2270464897155762,0.009401805698871613,3.447408676147461,1.7860431671142578,19,7,0,0,31,0,0,0,0,0.022006157785654068,3.850010633468628,0.02220233529806137,3.849910259246826,0.021806202828884125,0.008411169052124023,0.00010037422180175781,0.0004528175632003695,0.0004246544558554888,0.018801165744662285,3.850147008895874
dtd,51,51,1,1,1,0.02223464846611023,3.8498973846435547,0.002072244882583618,37,0,1,0,1,0.2667092978954315,2.494108200073242,0.6477954764553634,0.609771192073822,1.2816674709320068,0.194877490401268,1.1407127380371094,1.2124407291412354,20,8,0,0,1,1,0,0,0,0.02223464846611023,3.8498973846435547,0.02251431532204151,3.8497447967529297,0.02251431532204151,0.0075376033782958984,0.000152587890625,0.000452920125098899,0.0004241423448547721,0.019140800461173058,3.850147247314453
dtd,52,52,1,37,0,0.021899238228797913,3.8500428199768066,0.001701056957244873,37,0,0,0,0,0.15771614015102386,3.118788719177246,0.8100439364433778,0.8232749700546265,0.9498952627182007,0.008890093304216862,2.9978694915771484,2.1688934564590454,20,8,0,0,37,0,0,0,0,0.021899238228797913,3.8500428199768066,0.02200021781027317,3.849973201751709,0.021675942465662956,0.004454374313354492,6.961822509765625e-05,0.00045278840116225183,0.00042335354373790324,0.01950291357934475,3.850147247314453
dtd,53,53,1,23,0,0.022379804402589798,3.8499035835266113,0.003808140754699707,23,0,0,0,0,0.39024361968040466,2.0945444107055664,0.5440166527057991,0.9065235257148743,0.5293463468551636,0.004529413767158985,3.384471893310547,1.5651980638504028,21,9,0,0,23,0,0,0,0,0.022379804402589798,3.8499035835266113,0.02252560667693615,3.849762439727783,0.021819962188601494,0.0003986358642578125,0.000141143798828125,0.00045291450805962086,0.00042420136742293835,0.01982727460563183,3.850147247314453
